Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Business Value),Custom field (Commit Levels),Custom field (Current Status),Custom field (Design),Custom field (Design Status),Custom field (Documentation Impact),Custom field (Documentation Status),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Executed),Custom field (Flagged),Custom field (Found in Commit),Custom field (Function Test Status),Custom field (Must Fix),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Release Note),Custom field (Release Note Required),Custom field (Root Cause Analysis),Custom field (SDK Impact),Custom field (Sample/Tutorial),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (System Test Impact),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Test Plan),Custom field (Test Result),Custom field (Test Result Details),Custom field (Test Type),Custom field (Triaged),Custom field (Usage),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Workaround),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitCommitsReferenced),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
flatter tar file for release binaries,FAB-4510,17708,,Story,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,ChristopherFerris,ChristopherFerris,ChristopherFerris,10/Jun/17 4:06 AM,21/Jul/18 3:54 AM,28/Oct/23 3:00 AM,14/Jun/17 8:44 PM,v1.0.0-beta,,,v1.0.0-rc1,,fabric-build,,,,,,,0,build-system,,,,,,,"we really should have a flatter structure for the release binaries tarfile. Also, we should keep the binaries independent of the e2e sample app.

 ",,ChristopherFerris,,,,,,,,,,,,,,,,,,,,28800,28800,,0%,32400,32400,,Not a security issue,,,,,,,,,,,,,,,,,,,,,,,,,FAB-4518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,,"1|hzxzxb:",,,,Unset,,,,,,,,,,,,Unset,,,,,,,,,,,ChristopherFerris,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"10/Jun/17 4:10 AM;ChristopherFerris;https://gerrit.hyperledger.org/r/#/c/10413/;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Update solo docker compose file,FAB-4511,17709,16101,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,latitiah,latitiah,latitiah,10/Jun/17 4:45 AM,20/Jul/18 11:13 PM,28/Oct/23 3:00 AM,15/Jun/17 12:52 AM,,,,,,fabric-quality,,,,,,,0,quality,,,,,,,The docker compose file should contain the correct environment variables and volumes mounted in order to successful being up a solo-based fabric network.,,latitiah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxzxj:",,,,,,Sprint 19 - Quality,,,,,,,,,,,,,,,,,,,,,latitiah,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"10/Jun/17 4:52 AM;latitiah; http://gerrit.hyperledger.org/r/10415
;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gossip new leader message request in INFO logs,FAB-4512,17710,,Bug,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,yacovm,Nishi,Nishi,10/Jun/17 5:33 AM,20/Jul/18 11:13 PM,28/Oct/23 3:00 AM,12/Jun/17 6:38 PM,,,,v1.0.0,v1.0.0-rc1,fabric-gossip,,,,,,,0,quality,,,,,,,"Hi Yacov,

Can we please have a message in gossip logs @INFO level something like
 ""peer0.org1.example.com is the newly elected gossip leader for org1""

this way it might be of great help to Support team when they have to look for this message.

Thanks!

 

 

 ",,C0rWin,ChristopherFerris,Nishi,yacovm,,,,,,,,,,,,,,,,,,,,,,,,Not a security issue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-4361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxzxr:",,,,,,,,,,,,,,,,,,,,,,,,,,,C0rWin,ChristopherFerris,Nishi,yacovm,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"10/Jun/17 5:38 AM;yacovm;[~C0rWin] [~gennadyl] wdyt? 
It's really easy to do, just need to log 2 messages [here|https://github.com/hyperledger/fabric/blob/master/gossip/service/gossip_service.go#L289-L300].;;;","11/Jun/17 3:53 AM;C0rWin;I think that we need proper API to query whenever peer as a leader. As temporary solution I'm fine with increasing a logging level, while need to open followup JIRA to take care to add API.;;;","11/Jun/17 7:47 PM;yacovm;https://gerrit.hyperledger.org/r/#/c/10449/;;;","12/Jun/17 12:37 AM;ChristopherFerris;review-needed is inappropriate for a 2 line ""fix"" to add debug statements.;;;","12/Jun/17 7:48 AM;C0rWin;Awaiting for review in gerrit: https://gerrit.hyperledger.org/r/#/c/10449/;;;","13/Jun/17 5:41 AM;Nishi;Verified on peer logs @INFO level that following messages are seen, when I had two peers from the same org:

peer1.org1.example.com>>>    2017-06-12 20:34:21.352 UTC [gossip/service] func1 -> INFO 032 Elected as a leader, starting delivery service for channel mychannel

peer0.org1.example.com>>>> 2017-06-12 20:34:21.346 UTC [gossip/service] func1 -> INFO 032 Elected as a leader, starting delivery service for channel mychannel
2017-06-12 20:34:21.375 UTC [gossip/service] func1 -> INFO 033 Renounced leadership, stopping delivery service for channel mychannel

 

on commit level: *961ccabe9258d5939c3c3fb3751e0eac515539f8*;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
disable flakey test TestConnectToAnchorPeers,FAB-4513,17711,,Story,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,,ChristopherFerris,ChristopherFerris,10/Jun/17 5:49 AM,21/Jul/18 3:56 AM,28/Oct/23 3:00 AM,14/Aug/17 5:42 PM,v1.0.0-beta,,,WON'T FIX,,fabric-gossip,,,,,,,0,build-system,,,,,,,"[https://logs.hyperledger.org/jobbuilder/vex-yul-hyp-jenkins-1/fabric-verify-z/8834/]

 

This test fails intermittently and is disruptive to CI... suggest it be disabled until it can be fixed, before re-enabling.",,ChristopherFerris,nnao,yacovm,,,,,,,,,,,,,,,,,,3600,3600,,0%,3600,3600,,Not a security issue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,,"1|hzxzxz:",,,,Unset,,,,,,,,,,,,Unset,,,,,,,,,,,ChristopherFerris,nnao,yacovm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/Jun/17 6:50 AM;ChristopherFerris;ok, apparently the test cannot be skipped - someone please fix the flakiness or disable the while file. ;;;","14/Aug/17 5:42 PM;yacovm;This test doesn't fail in CI in the last months...;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halting Channel on Kafka-based orderer network,FAB-4514,17713,,Bug,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,kchristidis,latitiah,latitiah,10/Jun/17 6:02 AM,20/Jul/18 11:13 PM,28/Oct/23 3:00 AM,10/Jun/17 6:35 AM,,,,WON'T FIX,,fabric-orderer,,,,,,,0,kafka,,,,,,,"commit: 6188bbb0f1fcc2ec8a6d43ba3848f1770e774c12
API-type: cli

When attempting to create a new channel, the command returned ""Error: Got unexpected status: SERVICE_UNAVAILABLE"". I am assuming this error is due to the halting of the channel.

After bringing up the network in the attached composition file, waiting for 5 seconds, and attempting to create a new channel, the following was observed in the orderer log. 

From orderer log
{code}
2017-06-09 20:30:00.017 UTC [orderer/kafka] Enqueue -> WARN 4c1 [channel: behavesystest] Will not enqueue cause the chain has been halted
2017-06-09 20:30:00.017 UTC [orderer/common/broadcast] Handle -> INFO 4c2 Consenter instructed us to shut down
2017-06-09 20:30:00.018 UTC [orderer/main] func1 -> DEBU 4c3 Closing Broadcast stream
2017-06-09 20:30:00.019 UTC [orderer/common/deliver] Handle -> WARN 4c4 Error reading from stream: rpc error: code = Canceled desc = context canceled
2017-06-09 20:30:00.019 UTC [orderer/main] func1 -> DEBU 4c5 Closing Deliver stream
{code}

",,ChristopherFerris,kchristidis,latitiah,,,,,,,,,,,,,,,,,,,,,,,,,Not a security issue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/Jun/17 6:07 AM;latitiah;docker-compose-kafka.yml;https://jira.hyperledger.org/secure/attachment/11016/docker-compose-kafka.yml",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxzy7:",,,,,,,,,,,,,,,,,,,,,,,,,,,ChristopherFerris,kchristidis,latitiah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/Jun/17 6:11 AM;ChristopherFerris;[~latitiah]it would help to have the specifics on the command or API used to create a new channel and it would help immensely to have logs of the failure beyond a snippet;;;","10/Jun/17 6:34 AM;kchristidis;Latitia, thanks for opening this.

As noted in Rocket.Chat: [https://chat.hyperledger.org/channel/fabric-consensus?msg=8zujp4f4G6jWf99AF]

5 seconds is not nearly enough for two clusters to come up and do leader election.

What you're seeing is the correct behavior: the user should see a SERVICE_UNAVAILABLE and have its client disconnected.

What will change with a changeset that I'm merging this weekend is the logic that's internal to the orderer – its chain won't halt, it will keep on trying to reconnect to the Kafka cluster.

This is not a bug. Closing this, but if I'm missing something, or further clarifications are needed, please let me know. (Or reopen.);;;","10/Jun/17 7:33 AM;latitiah;Thanks!  I increased the time to 10 seconds and it worked without issues. ;;;","10/Jun/17 7:43 AM;kchristidis;Awesome. Thanks for the update!;;;","10/Jun/17 7:44 AM;kchristidis;FWIW, you must have a powerful machine. In `bootstrap.feature` it usually takes me 30-40 seconds before the cluster is up.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Update kafka docker compose file,FAB-4516,17715,16101,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,latitiah,latitiah,latitiah,10/Jun/17 6:23 AM,20/Jul/18 11:13 PM,28/Oct/23 3:00 AM,15/Jun/17 12:52 AM,,,,,,fabric-quality,,,,,,,0,quality,,,,,,,The docker compose file should contain the correct environment variables and volumes mounted in order to successful being up a kafka-based fabric network.,,latitiah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxzyn:",,,,,,Sprint 19 - Quality,,,,,,,,,,,,,,,,,,,,,latitiah,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"10/Jun/17 6:25 AM;latitiah;http://gerrit.hyperledger.org/r/10417;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cut v1.0.0-rc1 release 06/23/2017,FAB-4518,17718,,Task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,ChristopherFerris,ChristopherFerris,ChristopherFerris,10/Jun/17 8:22 AM,20/Jul/18 11:13 PM,28/Oct/23 3:00 AM,29/Jun/17 7:56 PM,v1.0.0-beta,,,v1.0.0-rc1,,fabric-release,,,,,,,0,release,,,,,,,"cut the weekly release.

IFF we can close all high and highest defects, we can consider rc1 release... otherwise, beta2.",,ChristopherFerris,harsha544,SriramaSharma,,,,,,,,,,,,,,,,,,,,,,50460,50460,,Not a security issue,FAB-4510,FAB-3831,FAB-4080,FABC-280,FAB-4155,FAB-3310,FAB-4256,FAB-4475,FAB-4489,FAB-4136,FAB-4589,FAB-4624,FABN-316,FAB-4851,FAB-4853,FAB-4644,FAB-2291,FAB-4900,FAB-4430,FAB-4967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxzz3:",,,,,,,,,,,,,,,2.0,,,,,,,,,,,,ChristopherFerris,harsha544,SriramaSharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/Jun/17 8:59 AM;ChristopherFerris;We should have the new binary and e2e_cli release tar files created;;;","20/Jun/17 5:23 PM;ChristopherFerris;Note that [~lehors] and I have resolved the missing licenses, but FAB-3963 remains open while [~tkuhrt] runs another scan so that we can close out the process. Hence, I am removing that as a blocker.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prepare fabric for release,FAB-4519,17719,17718,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,ChristopherFerris,ChristopherFerris,ChristopherFerris,10/Jun/17 8:29 AM,20/Jul/18 11:13 PM,28/Oct/23 3:00 AM,24/Jun/17 7:57 AM,v1.0.0-beta,,,v1.0.0-rc1,,fabric-release,,,,,,,0,release,,,,,,,"*MUST BE REBASED JUST BEFORE MERGING*

Check for clean CI passes

Update Makefile

{{BASE_VERSION = 1.0.0-rc1}}
 {{PREV_VERSION = 1.0.0-beta}}
 {{IS_RELEASE = true}}

{{release_notes/v1.0.0-rc1.txt should be updated}}

{{docs/source/releases.rst should be updated with prose and link to GH release page}}

{{change log should be generated just *after* *rebasing* to pick up the last minute merged CRs and linked from docs/source/releases.rst}}",,ChristopherFerris,divyank,,,,,,,,,,,,,,,,,,,7200,7200,,0%,7200,7200,,Not a security issue,,,,,,,,,,,,,,,,,,,,,,,,,FAB-4527,FAB-4528,FAB-4529,FAB-4523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxzzb:",,,,,,,,,,,,,,,1.0,,,,,,,,,,,,ChristopherFerris,divyank,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"20/Jun/17 6:19 PM;ChristopherFerris;https://gerrit.hyperledger.org/r/#/c/10827/;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prepare fabric-ca for release,FAB-4520,17720,17718,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,ChristopherFerris,ChristopherFerris,ChristopherFerris,10/Jun/17 8:29 AM,20/Jul/18 11:13 PM,28/Oct/23 3:00 AM,24/Jun/17 7:57 AM,v1.0.0-beta,,,v1.0.0-rc1,,fabric-release,,,,,,,0,release,,,,,,,"*MUST BE REBASED JUST BEFORE MERGING*

Check for clean CI

Update Makefile

{{BASE_VERSION = 1.0.0-rc1}}
 {{PREV_VERSION = 1.0.0-beta}}
 {{IS_RELEASE = true}}

change log should be generated just *after* *rebasing* to pick up the last minute merged CRs 

 update release_notes/v1.0.0-rc1.txt",,ChristopherFerris,,,,,,,,,,,,,,,,,,,,7200,7200,,0%,7200,7200,,Not a security issue,,,,,,,,,,,,,,,,,,,,,,,,,FAB-4527,FAB-4529,FAB-4524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxzzj:",,,,,,,,,,,,,,,1.0,,,,,,,,,,,,ChristopherFerris,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"20/Jun/17 6:18 PM;ChristopherFerris;https://gerrit.hyperledger.org/r/#/c/10829/;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prepare fabric-sdk-node for release,FAB-4521,17721,17718,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,ChristopherFerris,ChristopherFerris,ChristopherFerris,10/Jun/17 8:29 AM,20/Jul/18 11:13 PM,28/Oct/23 3:00 AM,24/Jun/17 7:57 AM,v1.0.0-beta,,,v1.0.0-rc1,,fabric-release,,,,,,,0,release,,,,,,,"*MUST BE REBASED JUST PRIOR TO MERGING*

generate CHANGELOG.md just *after rebasing* to pick up last minute merged CRs

update release_notes/v1.0.0-rc1.txt",,ChristopherFerris,,,,,,,,,,,,,,,,,,,,7200,7200,,0%,7200,7200,,Not a security issue,,,,,,,,,,,,,,,,,,,,,,,,,FAB-4527,FAB-4529,FAB-4525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxzzr:",,,,,,,,,,,,,,,1.0,,,,,,,,,,,,ChristopherFerris,,,,,,,,,,,,,,,,,,,dev,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prepare fabric-sdk-java for release,FAB-4522,17722,17718,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,ChristopherFerris,ChristopherFerris,ChristopherFerris,10/Jun/17 8:30 AM,20/Jul/18 11:13 PM,28/Oct/23 3:00 AM,29/Jun/17 7:56 PM,v1.0.0-beta,,,v1.0.0,,fabric-release,,,,,,,0,release,,,,,,,"*MUST BE REBASED JUST PRIOR TO MERGING*

generate CHANGELOG.md just *after rebasing* to pick up last minute merged CRs

update release_notes/v1.0.0-rc1.txt",,ChristopherFerris,,,,,,,,,,,,,,,,,,,,,,,,,,,Not a security issue,,,,,,,,,,,,,,,,,,,,,,,,,FAB-4527,FAB-4526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxzzz:",,,,,,,,,,,,,,,1.0,,,,,,,,,,,,ChristopherFerris,,,,,,,,,,,,,,,,,,,dev,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prepare fabric for next release,FAB-4523,17723,17718,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,ChristopherFerris,ChristopherFerris,ChristopherFerris,10/Jun/17 8:30 AM,20/Jul/18 11:13 PM,28/Oct/23 3:00 AM,24/Jun/17 7:57 AM,v1.0.0-beta,,,v1.0.0-rc1,,fabric-release,,,,,,,0,release,,,,,,,"Update Makefile

{{BASE_VERSION = 1.0.0-rc2}}
 {{PREV_VERSION = 1.0.0-rc1}}
 {{IS_RELEASE = false}}",,ChristopherFerris,,,,,,,,,,,,,,,,,,,,3600,3600,,0%,3600,3600,,Not a security issue,FAB-4519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzy007:",,,,,,,,,,,,,,,1.0,,,,,,,,,,,,ChristopherFerris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prepare fabric-ca for next release,FAB-4524,17724,17718,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,ChristopherFerris,ChristopherFerris,ChristopherFerris,10/Jun/17 8:30 AM,20/Jul/18 11:13 PM,28/Oct/23 3:00 AM,24/Jun/17 7:58 AM,v1.0.0-beta,,,v1.0.0-rc1,,fabric-release,,,,,,,0,release,,,,,,,"Update Makefile

{{BASE_VERSION = 1.0.0-rc2}}
{{PREV_VERSION = 1.0.0-rc1}}
{{IS_RELEASE = false}}",,ChristopherFerris,,,,,,,,,,,,,,,,,,,,3600,3600,,0%,3600,3600,,Not a security issue,FAB-4520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzy00f:",,,,,,,,,,,,,,,1.0,,,,,,,,,,,,ChristopherFerris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prepare fabric-sdk-node for next release,FAB-4525,17725,17718,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,ChristopherFerris,ChristopherFerris,ChristopherFerris,10/Jun/17 8:31 AM,20/Jul/18 11:13 PM,28/Oct/23 3:00 AM,24/Jun/17 7:58 AM,v1.0.0-beta,,,v1.0.0-rc1,,fabric-release,,,,,,,0,release,,,,,,,,,ChristopherFerris,,,,,,,,,,,,,,,,,,,,3600,3600,,0%,3600,3600,,Not a security issue,FAB-4521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzy00n:",,,,,,,,,,,,,,,1.0,,,,,,,,,,,,ChristopherFerris,,,,,,,,,,,,,,,,,,,dev,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
