Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Issue split),Inward issue link (Issue split),Outward issue link (Issue split),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Business Value),Custom field (Commit Levels),Custom field (Current Status),Custom field (Design),Custom field (Design Status),Custom field (Documentation Impact),Custom field (Documentation Status),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Executed),Custom field (Found in Commit),Custom field (Function Test Status),Custom field (Must Fix),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Release Note),Custom field (Release Note Required),Custom field (Root Cause Analysis),Custom field (SDK Impact),Custom field (Sample/Tutorial),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (System Test Impact),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Test Plan),Custom field (Test Result),Custom field (Test Result Details),Custom field (Test Type),Custom field (Triaged),Custom field (Usage),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Workaround),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitCommitsReferenced),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Set appropriate acknowledgement level,FAB-1419,13828,,Task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,kchristidis,kchristidis,kchristidis,16/Dec/16 4:54 AM,20/Jul/18 11:11 PM,28/Oct/23 2:58 AM,17/Dec/16 12:44 AM,,,,,fabric-orderer,,,,0,kafka,,,,,,,,"By default the partition leader (i.e. the Kafka broker responsible for maintainig a chain) waits only for the local commit to succeed before responding.

The right setting to maximize the reliability of data delivery is to have the partition leader wait for all in-sync replicas (backups) to get a message before sending back to the producer an acknowledgement or an error.

Thanks to [~bcbrock] for bringing this to my attention.",,kchristidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxg3b:",,,,,,Sprint 7 - consensus,,,,,,,,,,,,,,,,,,,,,,,,,kchristidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"16/Dec/16 6:32 AM;kchristidis;https://gerrit.hyperledger.org/r/3345;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Convert signature policy to pluggable policy provider model,FAB-1420,13829,13825,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,jyellick,jyellick,jyellick,16/Dec/16 4:55 AM,20/Jul/18 11:11 PM,28/Oct/23 2:58 AM,14/Jan/17 8:05 AM,,,,,fabric-orderer,,,,0,common-components,,,,,,,,,,jyellick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxg3j:",,,,,,Sprint 9 - consensus,,,,,,,,,,,,,2.0,,,,,,,,,,,,jyellick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ledger setInfo(): As a chaincode author, I want to pass information to VSCC for transaction validation context",FAB-1422,13831,,Story,Closed,FAB,Fabric,software,denyeart,,,High,Won't Do,,denyeart,denyeart,16/Dec/16 5:12 AM,23/Jan/20 3:45 AM,28/Oct/23 2:58 AM,23/Jan/20 3:45 AM,,,Future,,fabric-ledger,,,,0,ledger,stale-item,,,,,,,"Proposal is to add a setInfo() on the simulator, for the chaincode to pass some transaction context that is to be used later for validation in VSCC, without anything getting written to permanent state (therefore don't want to use WriteSet).  This information would get included in the simulation results in the transaction, and VSCC would be able to reference it when performing custom validation logic.

(Murali, please fill in your immediate use case for it).",,binhn,denyeart,muralisr,sykesm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-1533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,FAB-758,,,,,,,,,"1|hzxgyf:",,,,Unset,,,,,,,,,,,,,,,2.0,Unset,,,,,,,,,,,binhn,denyeart,muralisr,sykesm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16/Dec/16 8:35 AM;muralisr;Thanks [~denyeart].

The use case for upgrade is this.
* SDK sends Proposal{ To: ""lccc"", ChainID: ""mychain"", Function: ""upgrade"", Args: [""example01"", <newcode bytes>]}
* endorser creates r/w set from lccc to do the above upgrade.. this is basically the PutState(""example01"", <upgrade data>), ie, essentually the ""Args"" part.  NOTE that this DOES NOT contain ""input"" data such as ""Function: upgrade""
* Committer receives TX with the above r/w set
* lccc_vscc needs to extract out (1) the function to answer the question is the TX an upgrade (2) get the information such as chaincode name (example01), version 

Let us focus on the first part - needing to know the function to answer the quetion ""is the tx is an upgrade ?"" This is an input data and is not part of the r/w set. One way to get this data is to make the operation a state var and do a Put(""example01_op"", ""upgrade""). But this pollutes the state namespace with side effect data in order to make it available for VSCC processing. And would only get for more complex scenarios and basically exposes the limitation of attempt to infer TX information via r/w set introspection and side-effects.

Per understanding of the proposal from [~manish-sethi] [~denyeart] ...

It would be nice if we can tag ""metadata"" or ""information"" data along with transaction to the rw set that is accessible as a PER TRANSACTION data (as opposed to State data which is PER CHAINCODE).  The Chaincode would do a SetInfo() on the proposal which can be accessed with a GetInfo at Commit time. 

This opens the door for such processing in a natural manner and seems to be consistent with other ledger data access mechanisms and will benefit use cases far more complex than the ""upgrade"" one above.;;;","16/Dec/16 11:44 AM;denyeart;[~binhn] Do you agree with the design proposed in this user story? Any other thoughts?  Any synergy with your 'side data' ideas?;;;","03/Jan/17 11:43 PM;denyeart;[~binhn] Please review the description and comment and let us know if you agree with the approach here.;;;","04/Jan/17 4:15 AM;binhn;I have discussed with [~muralisr] and we should explore alternative rather than this proposal now.;;;","23/Jan/20 3:45 AM;sykesm;Stale;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invetigate ZooKeeper user-level KeeperException,FAB-1423,13832,,Bug,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,kchristidis,kchristidis,kchristidis,16/Dec/16 1:34 PM,20/Jul/18 11:11 PM,28/Oct/23 2:58 AM,18/Dec/16 2:55 AM,,,,,fabric-orderer,,,,0,kafka,,,,,,,,"This shows up before the creation of every chain (incl. the system chain):

{noformat}
orderer0_1   | [04:01:45.584]        main.go:142: [DEBUG] Posting the CONNECT message...
zookeeper_1  | 2016-12-16 04:01:45,589 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x15905ca7c170000 type:setData cxid:0x51 zxid:0x21 txntype:-1 reqpath:n/a Error Path:/config/topics/6b6f737461735f636861696e Error:KeeperErrorCode = NoNode for /config/topics/6b6f737461735f636861696e
zookeeper_1  | 2016-12-16 04:01:45,602 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x15905ca7c170000 type:create cxid:0x52 zxid:0x22 txntype:-1 reqpath:n/a Error Path:/config/topics Error:KeeperErrorCode = NodeExists for /config/topics
kafka0_1     | [2016-12-16 04:01:45,631] INFO Topic creation {""version"":1,""partitions"":{""0"":[0]}} (kafka.admin.AdminUtils$)
kafka0_1     | [2016-12-16 04:01:45,645] INFO [KafkaApi-0] Auto creation of topic 6b6f737461735f636861696e with 1 partitions and replication factor 1 is successful! (kafka.server.KafkaApis)
zookeeper_1  | 2016-12-16 04:01:45,663 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x15905ca7c170000 type:create cxid:0x5a zxid:0x25 txntype:-1 reqpath:n/a Error Path:/brokers/topics/6b6f737461735f636861696e/partitions/0 Error:KeeperErrorCode = NoNode for /brokers/topics/6b6f737461735f636861696e/partitions/0
zookeeper_1  | 2016-12-16 04:01:45,678 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x15905ca7c170000 type:create cxid:0x5b zxid:0x26 txntype:-1 reqpath:n/a Error Path:/brokers/topics/6b6f737461735f636861696e/partitions Error:KeeperErrorCode = NoNode for /brokers/topics/6b6f737461735f636861696e/partitions
kafka0_1     | [2016-12-16 04:01:45,748] INFO [ReplicaFetcherManager on broker 0] Removed fetcher for partitions [6b6f737461735f636861696e,0] (kafka.server.ReplicaFetcherManager)
kafka0_1     | [2016-12-16 04:01:45,756] INFO Completed load of log 6b6f737461735f636861696e-0 with log end offset 0 (kafka.log.Log)
kafka0_1     | [2016-12-16 04:01:45,759] INFO Created log for partition [6b6f737461735f636861696e,0] in /tmp/kafka-logs with properties {compression.type -> producer, file.delete.delay.ms -> 60000, max.message.bytes -> 1000012, min.insync.replicas -> 1, segment.jitter.ms -> 0, preallocate -> false, min.cleanable.dirty.ratio -> 0.5, index.interval.bytes -> 4096, unclean.leader.election.enable -> true, retention.bytes -> -1, delete.retention.ms -> 86400000, cleanup.policy -> delete, flush.ms -> 9223372036854775807, segment.ms -> 604800000, segment.bytes -> 1073741824, retention.ms -> 604800000, segment.index.bytes -> 10485760, flush.messages -> 9223372036854775807}. (kafka.log.LogManager)
kafka0_1     | [2016-12-16 04:01:45,760] INFO Partition [6b6f737461735f636861696e,0] on broker 0: No checkpointed highwatermark is found for partition [6b6f737461735f636861696e,0] (kafka.cluster.Partition)
orderer0_1   | [04:01:45.912]     producer.go:78: [DEBUG] Forwarded blob with offset number 0 to chain partition 6b6f737461735f636861696e/0 on the Kafka cluster
{noformat}

On the positive side, this doesn't seem to affect the operation of the orderer and chains are created and can be appended to normally. I'd still like to know what's going on though.",,kchristidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,60,,0%,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxg3r:",,,,,,Sprint 7 - consensus,,,,,,,,,,,,,,,,,,,,,,,,,kchristidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18/Dec/16 2:55 AM;kchristidis;Turns out this is a completely normal INFO message from ZK (as its log level) implies, i.e not a bug.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record savepoint for history DB,FAB-1425,13834,13909,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,balaji.viswanathan,balaji.viswanathan,balaji.viswanathan,16/Dec/16 5:58 PM,20/Jul/18 11:11 PM,28/Oct/23 2:58 AM,16/Jan/17 8:28 PM,,,v1.0.0,,fabric-ledger,,,,0,,,,,,,,,Record a savepoint when committing to history db so that it can be recovered along with block and state db,,balaji.viswanathan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxg47:",,,,,,Sprint 9 - Ledger,,,,,,,,,,,,,,,,,,,,,,,,,balaji.viswanathan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Automatic deployment and management over a network for v1.0,FAB-1428,13837,,Epic,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,,AdnanChoudhury,AdnanChoudhury,16/Dec/16 11:51 PM,21/Jul/18 4:09 AM,28/Oct/23 2:58 AM,28/Apr/17 4:25 AM,,,,,fabric-quality,,,,0,quality,,,,,,,,"Chef has been identified as an option to create the automatic deployment mechanism. The architecture of the mechanism needs to be specified, and then implement in Chef.",,AdnanChoudhury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,Unset,ghx-label-8,,Automatic Deployment with Chef in v1.0,Done,,,Unset,,,,"1|hzxg4n:",,,,Unset,Unset,,,,,,,,,,,,,,,,,,,,,,,,,,AdnanChoudhury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28/Apr/17 4:25 AM;AdnanChoudhury;After exploring Chef, Currently, the team is pursuing other solutions such as Docker swarm etc. as these are found to be more suitable for the task (Current work is here: FAB-3337).;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Implement epoch and timestamp message replay protection,FAB-1430,13839,,Story,Closed,FAB,Fabric,software,denyeart,,,Medium,Won't Do,,jyellick,jyellick,17/Dec/16 12:06 AM,23/Jan/20 3:50 AM,28/Oct/23 2:58 AM,23/Jan/20 3:45 AM,,,Future,,fabric-orderer,,,,0,common-components,stale-item,,,,,,,"The envelope header contains a timestamp and epoch both of which are ignored by the ordering service today. But, these should be leveraged for message replay prevention.

This will require synchronizing with the SDK/peer team to make sure these parameters are correctly set.",,jyellick,kchristidis,sykesm,yacovm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzxg4v:",,,,Unset,,,,,,,,,,,,,,,5.0,Unset,,,,,,,,,,,jyellick,kchristidis,sykesm,yacovm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23/Jan/20 3:45 AM;sykesm;Stale;;;","23/Jan/20 3:50 AM;yacovm;I actually think this is something still relevant. 
Right now, any malicious user can send the same transaction over and over and over again, any transaction in the past (not just his).
And since we don't have support of TLS CRLs (no one implemented it...) then there is no way to block that user, except from figuring out where he/she sends the transactions from and blocking the IP. ;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Explore Chef as a deployment tool for v1.0,FAB-1431,13840,,Task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,AdnanChoudhury,AdnanChoudhury,AdnanChoudhury,17/Dec/16 12:14 AM,20/Jul/18 11:11 PM,28/Oct/23 2:58 AM,28/Apr/17 3:34 AM,,,v1.0.0,,fabric-quality,,,,0,quality,,,,,,,,"Explore Chef as the automated deployment and management tool for Fabric v1.0, with the goal of subsequently using the system as a part of automated test framework.
",,AdnanChoudhury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144000,144000,,,,,,,,,,,,,,,,,,,,,,,FAB-1341,,,FAB-3337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-1428,,,,,,,,,"1|hzx313:",,,,,,Sprint 8 - Quality,Sprint 9 - Quality,Sprint 10 - Quality,Sprint 11 - Quality,Sprint 12 - Quality,Sprint 13 - Quality,Sprint 14 - Quality,Sprint 15 - Quality,Sprint 16 - Quality,Sprint 17 - Quality,,,,,,,,,,,,,,,,AdnanChoudhury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27/Apr/17 2:37 AM;AdnanChoudhury;After exploring Chef (please see attached subtask),it was found to be not a perfect fit for the job due to complexity and maintenance overhead, and the team decided to pursue other avenues (see FAB-3337). [~ChristopherFerris];;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
write first feature tests for fabric components,FAB-1432,13841,,Story,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,scottz,scottz,scottz,17/Dec/16 12:19 AM,21/Jul/18 3:55 AM,28/Oct/23 2:58 AM,30/Dec/16 3:20 AM,,,,,fabric-quality,,,,0,,,,,,,,,"Catchup phase: Examine stories completed to date in each component area to identify missing feature tests, and work with developers to identify use-cases and write baseline feature file tests using gherkin language. 

Backend utilities for functions that drive the feature files will be identified and written as needed.

Components for focused testing of configuration and operation may include (but may not be limited to) the following:
* COP
* Orderer
* Endorser 
* Gossip
* MSP
* Peer
* Ledgers
",,latitiah,scottz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FABC-661,FABC-664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzx85r:",,,,Unset,,Sprint 8 - Quality,,,,,,,,,,,,,,Unset,,,,,,,,,,,latitiah,scottz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17/Dec/16 1:03 AM;latitiah;Moving forward: Developers will ensure that the stories will contain a general description of the scenario that they are working on. Testers should work with developers to expand the feature file tests as needed.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Specify the architecture for the automated deployment-and-management system,FAB-1433,13842,,Task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,,AdnanChoudhury,AdnanChoudhury,17/Dec/16 12:23 AM,20/Jul/18 11:11 PM,28/Oct/23 2:58 AM,28/Apr/17 4:21 AM,,,v1.0.0,,fabric-quality,,,,0,quality,,,,,,,,"1. Specify the architecture for the automated blockchain network deployment/management. 
",,AdnanChoudhury,grapebaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-1428,,,,,,,,,"1|hzx24f:",,,,,,Sprint 8 - Quality,Sprint 9 - Quality,Sprint 10 - Quality,Sprint 11 - Quality,Sprint 12 - Quality,Sprint 13 - Quality,Sprint 14 - Quality,Sprint 15 - Quality,Sprint 16 - Quality,Sprint 17 - Quality,,,,,,,,,,,,,,,,AdnanChoudhury,grapebaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"22/Dec/16 7:03 AM;AdnanChoudhury;An in-progress document on the architecture:
https://docs.google.com/a/itpeoplecorp.com/document/d/1FK42pFQZ7LSkB2--POjZQkb5WaiP8GUatH3qJFKhOgs/edit?usp=sharing;;;","28/Dec/16 11:13 AM;grapebaba;hi, this design doc seems not public;;;","04/Jan/17 5:20 AM;AdnanChoudhury;[~grapebaba] You should be able to see it now.;;;","28/Apr/17 4:17 AM;AdnanChoudhury;This was created with Chef tool in mind. Currently, the team is pursuing other solutions due to Chef not being deemed as appropriate for the task (Current work is here: FAB-3337).;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
