Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Business Value),Custom field (Commit Levels),Custom field (Current Status),Custom field (Design),Custom field (Design Status),Custom field (Documentation Impact),Custom field (Documentation Status),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Executed),Custom field (Found in Commit),Custom field (Function Test Status),Custom field (Must Fix),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Release Note),Custom field (Release Note Required),Custom field (Root Cause Analysis),Custom field (SDK Impact),Custom field (Sample/Tutorial),Sprint,Sprint,Sprint,Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (System Test Impact),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Test Plan),Custom field (Test Result),Custom field (Test Result Details),Custom field (Test Type),Custom field (Triaged),Custom field (Usage),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Workaround),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitCommitsReferenced),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Update the dev environment to the latest tools,FAB-6193,20869,,Task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,mastersingh24,mastersingh24,mastersingh24,17/Sep/17 8:17 PM,20/Jul/18 11:14 PM,28/Oct/23 3:01 AM,26/Sep/17 6:57 PM,,,,,,,v1.1.0,,,fabric-build,,,,0,,,,,,,"Need to make several updates to the devenv:

* Go 1.9
* Docker 17.06.2-ce
* Docker Compose 1.14
* Node.js 8.4  (also need to keep v6.9.5 as well)",,mastersingh24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyglz:",,,,,,,,,,,,,,,,,,,,,,mastersingh24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"18/Sep/17 6:17 AM;mastersingh24;https://gerrit.hyperledger.org/r/#/c/13569/;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No need to print statck trace on invalid stateinfo message.,FAB-6194,20870,,Bug,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,C0rWin,C0rWin,C0rWin,18/Sep/17 5:07 AM,20/Jul/18 11:14 PM,28/Oct/23 3:01 AM,18/Oct/17 6:56 AM,,,,,,,,,,fabric-gossip,,,,0,active,gossip,,,,,"Currently gossip code which checks for validity of the StateInfoMessage output following stack trace:

{code}
16:52:35 unit-tests_1  | 2017-09-17 16:52:08.768 UTC [gossip/gossip#p4] validateMsg -> WARN 29d StateInfo message GossipMessage: tag:CHAN_OR_ORG state_info:<metadata:""\000\000\000\000\000\000\000\000"" timestamp:<inc_num:11651379494838206464 seq_num:1505667124723990546 > pki_id:""localhost:5613"" channel_MAC:""\253g\353XK\300\331\211\20024?R~z+g\247}\016\363TI\304\337\022\314:x\002\330\020"" properties:<> > , Envelope: 89 bytes, Signature: 89 bytes is found invalid: PKIID wasn't found
16:52:35 unit-tests_1  | github.com/hyperledger/fabric/gossip/identity.(*identityMapperImpl).Get
16:52:35 unit-tests_1  | 	/opt/gopath/src/github.com/hyperledger/fabric/gossip/identity/identity.go:149
16:52:35 unit-tests_1  | github.com/hyperledger/fabric/gossip/gossip.(*gossipServiceImpl).validateStateInfoMsg
16:52:35 unit-tests_1  | 	/opt/gopath/src/github.com/hyperledger/fabric/gossip/gossip/gossip_impl.go:1194
16:52:35 unit-tests_1  | github.com/hyperledger/fabric/gossip/gossip.(*gossipServiceImpl).validateMsg
16:52:35 unit-tests_1  | 	/opt/gopath/src/github.com/hyperledger/fabric/gossip/gossip/gossip_impl.go:430
16:52:35 unit-tests_1  | github.com/hyperledger/fabric/gossip/gossip.(*gossipServiceImpl).handleMessage
16:52:35 unit-tests_1  | 	/opt/gopath/src/github.com/hyperledger/fabric/gossip/gossip/gossip_impl.go:352
16:52:35 unit-tests_1  | github.com/hyperledger/fabric/gossip/gossip.(*gossipServiceImpl).acceptMessages
16:52:35 unit-tests_1  | 	/opt/gopath/src/github.com/hyperledger/fabric/gossip/gossip/gossip_impl.go:333
16:52:35 unit-tests_1  | runtime.goexit
16:52:35 unit-tests_1  | 	/opt/go/src/runtime/asm_amd64.s:2337
16:52:35 unit-tests_1  | github.com/hyperledger/fabric/gossip/gossip.(*gossipServiceImpl).validateStateInfoMsg
16:52:35 unit-tests_1  | 	/opt/gopath/src/github.com/hyperledger/fabric/gossip/gossip/gossip_impl.go:1196
16:52:35 unit-tests_1  | github.com/hyperledger/fabric/gossip/gossip.(*gossipServiceImpl).validateMsg
16:52:35 unit-tests_1  | 	/opt/gopath/src/github.com/hyperledger/fabric/gossip/gossip/gossip_impl.go:430
16:52:35 unit-tests_1  | github.com/hyperledger/fabric/gossip/gossip.(*gossipServiceImpl).handleMessage
16:52:35 unit-tests_1  | 	/opt/gopath/src/github.com/hyperledger/fabric/gossip/gossip/gossip_impl.go:352
16:52:35 unit-tests_1  | github.com/hyperledger/fabric/gossip/gossip.(*gossipServiceImpl).acceptMessages
16:52:35 unit-tests_1  | 	/opt/gopath/src/github.com/hyperledger/fabric/gossip/gossip/gossip_impl.go:333
16:52:35 unit-tests_1  | runtime.goexit
16:52:35 unit-tests_1  | 	/opt/go/src/runtime/asm_amd64.s:2337
{code}

which is way too verbose and redundant. Therefore it will be enough to log only relevant information regarding validation w/o stack trace.",,C0rWin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-290,,,,,,,,,"1|hzygm7:",,,,,,,,,,,,,,,,,,,,,,C0rWin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"18/Sep/17 5:10 AM;C0rWin;https://gerrit.hyperledger.org/r/#/c/13567/;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Git commits should include Jira issue ID in the one-line commit message,FAB-6195,20871,,Story,Closed,FAB,Fabric,software,denyeart,,,Low,Done,dileban,dileban,dileban,18/Sep/17 9:18 AM,21/Jul/18 3:50 AM,28/Oct/23 3:01 AM,30/Sep/17 3:06 AM,,,,,,,,,,fabric-docs,,,18/Sep/17 12:00 AM,0,Documentation,,,,,,The documentation on submitting changes to Gerrit appears to be outdated. The current convention is to include the JIRA issue ID on the one-line commit message for readability in Gerrit.,,dileban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,900,,0%,900,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzygmf:",,,,Unset,,,,,,,Unset,,,,,,,,,,,dileban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add SDK wrapper code for calling fabric APIs,FAB-6197,20877,19362,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,latitiah,latitiah,latitiah,18/Sep/17 11:46 PM,20/Jul/18 11:14 PM,28/Oct/23 3:01 AM,02/Nov/17 3:01 AM,,,,,,,,,,,,,,0,,,,,,,,,latitiah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-6497,,,,,,,,,FAB-536,,,,,,FAB-536,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzygo7:",,,,,,Sprint 19 - Quality,,,,,,,,,,,,,,,,latitiah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Validation of a block needs to return expected private data,FAB-6199,20884,,Task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,yacovm,yacovm,yacovm,19/Sep/17 2:53 AM,20/Jul/18 11:14 PM,28/Oct/23 3:01 AM,05/Oct/17 1:21 AM,v1.1.0,,,,,,WON'T FIX,,,fabric-peer,,,,0,,,,,,,"When a block is committed and has private data - we need to fetch only private data that corresponds to valid transactions.

Therefore, we should change the validator interface so that it returns a list of valid transactions and have the coordinator call the validator, instead of the committer to do that.",,yacovm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzygon:",,,,,,,,,,,,,,,,,,,,,,yacovm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Include OWASP Depency-check in the fabric-sdk-java CI job,FAB-6202,20887,30313,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,sambhavdutt,ashutosh_kumar,ashutosh_kumar,19/Sep/17 5:16 AM,24/Apr/19 4:55 AM,28/Oct/23 3:01 AM,24/Apr/19 4:54 AM,,,,,,,Future,,,fabric-build,,,,0,CI_Adhoc_Req,,,,,,"To identify security vulnerability in the dependent  java packages , i.e. packages on which Java SDK is dependent on ,  owasp DependencyCheck (https://github.com/jeremylong/DependencyCheck) is vogue in the industry. It is advisable to integrate this into Jenkins CI process.",,ashutosh_kumar,rameshthoomu,sambhavdutt,vijaypunugubati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzygp3:",,,,,,,,,,,,,,,,,,,,,,ashutosh_kumar,rameshthoomu,sambhavdutt,vijaypunugubati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19/Sep/17 5:39 AM;ashutosh_kumar;This job non-voting under the assumption that it produces false positives. Also , in the event of Security Vulnerability , email should be sent to Fabric SDK team.;;;","21/Sep/17 3:08 AM;rameshthoomu;[~ashutosh_kumar] Do you want me to create a separate non voting job for this task? If yes, what tests you want me to run from this job.

I have submitted this change in fabric-sdk-java verify and integrated OWSP dependency-check plugin.. I see build configuration is failing while executing this job with this change.;;;","21/Sep/17 3:09 AM;rameshthoomu;https://gerrit.hyperledger.org/r/#/c/13653/;;;","21/Sep/17 3:32 AM;ashutosh_kumar;[~rameshthoomu] , yes I want to create separate non voting job for this. No test needed for this job. Once it is integrated to build process , vulnerabilities in the jar lib will be reported , if present.;;;","17/Nov/17 7:07 AM;rameshthoomu;patch has been submitted https://gerrit.hyperledger.org/r/#/c/15551/;;;","22/May/18 10:55 PM;ashutosh_kumar;Once [https://gerrit.hyperledger.org/r/#/c/22075/] is merged , you need to simply run mvn verify every Sunday night and send me email notification. Please abandon your last jobs as those are not required.;;;","24/May/18 4:51 AM;ashutosh_kumar;Once [https://gerrit.hyperledger.org/r/#/c/22219/] is merged , you should run this command :

 mvn -P owasp verify every Sunday night.;;;","24/May/18 5:35 AM;ashutosh_kumar;[~rameshthoomu] , please remove this from Java SDK script 

 
unzip -q dependency-check-3.0.2-release.zip*16:28:14* + ./dependency-check/bin/dependency-check.sh --project Testing -f HTML --out . --scan ./target
It is not required and is conflicting with the change set [https://gerrit.hyperledger.org/r/#/c/22219/];;;","10/Jul/18 9:16 PM;rameshthoomu;This has been removed from sdk-java verify and merge jobs.;;;","23/Apr/19 5:51 AM;rameshthoomu;This has been removed from owasp weekly job. I have asked [~sambhavdutt] to add this back in weekly job.
;;;","23/Apr/19 11:12 AM;sambhavdutt;CR Submitted, 
https://gerrit.hyperledger.org/r/#/c/31053/

Sandbox Reference
https://jenkins.hyperledger.org/sandbox/view/All/job/fabric-sdk-java-owasp-weekly-x86_64/5/jacoco/;;;","24/Apr/19 4:55 AM;rameshthoomu;[~sambhavdutt] We don't need Code coverage report in this job.. We need HTML document on the vulnerable scan https://jenkins.hyperledger.org/sandbox/view/All/job/fabric-sdk-java-owasp-weekly-x86_64/OWSP_20Dependency_20Check_20Results/;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTE supports marbles chaincode,FAB-6203,20888,,Task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,dongming,dongming,dongming,19/Sep/17 5:17 AM,20/Jul/18 11:14 PM,28/Oct/23 3:01 AM,22/Sep/17 12:14 AM,,,,,,,,,,fabric-quality,,,,0,quality,,,,,,"PTE supports marbles chaincode, see [https://github.com/hyperledger/fabric/tree/master/examples/chaincode/go/marbles02] for marbles chaincode",,dongming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-2247,,,,,,,,,"1|hzygpb:",,,,,,,,,,,,,,,,,,,,,,dongming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dependabot/go_modules/regression/publish/golang.org/x/sys-0.1.0,dependabot/go_modules/tools/operator/k8s.io/client-go-0.20.0,dependabot/go_modules/chaincodes/marbles02_private/go/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/smoke/golang.org/x/net-0.7.0,dependabot/go_modules/tools/chaincode-integration/resources/chaincode/simple-go/golang.org/x/net-0.7.0,dependabot/go_modules/regression/barebones/golang.org/x/net-0.7.0,dependabot/go_modules/tools/gotools/golang.org/x/sys-0.1.0,dependabot/go_modules/regression/smoke/github.com/docker/docker-20.10.24incompatible,dependabot/go_modules/tools/operator/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/smoke/github.com/opencontainers/runc-1.1.5,dependabot/go_modules/regression/publish/golang.org/x/text-0.3.8,dependabot/go_modules/regression/publish/github.com/opencontainers/runc-1.1.5,dependabot/go_modules/regression/smoke/golang.org/x/text-0.3.8,release-2.5,lindluni-patch-1,dependabot/go_modules/regression/publish/k8s.io/client-go-0.20.0,dependabot/go_modules/regression/barebones/github.com/opencontainers/runc-1.1.5,release-2.4,dependabot/go_modules/regression/basicnetwork/k8s.io/client-go-0.20.0,dependabot/go_modules/tools/chaincode-integration/resources/chaincode/simple-go/golang.org/x/text-0.3.8,dependabot/go_modules/regression/publish/golang.org/x/net-0.7.0,dependabot/go_modules/regression/basicnetwork/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/publish/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/barebones/github.com/docker/docker-20.10.24incompatible,dependabot/go_modules/tools/operator/golang.org/x/sys-0.1.0,dependabot/go_modules/regression/basicnetwork/golang.org/x/net-0.7.0,dependabot/go_modules/regression/smoke/golang.org/x/sys-0.1.0,dependabot/go_modules/regression/basicnetwork/github.com/opencontainers/runc-1.1.5,dependabot/go_modules/regression/barebones/golang.org/x/text-0.3.8,revert-342-mergify/bp/main/pr-340,dependabot/go_modules/regression/basicnetwork/golang.org/x/sys-0.1.0,dependabot/go_modules/regression/publish/github.com/docker/docker-20.10.24incompatible,dependabot/go_modules/regression/smoke/k8s.io/client-go-0.20.0,dependabot/go_modules/tools/operator/golang.org/x/text-0.3.8,dependabot/go_modules/tools/operator/golang.org/x/net-0.7.0,dependabot/go_modules/regression/basicnetwork/github.com/docker/docker-20.10.24incompatible,dependabot/go_modules/regression/basicnetwork/golang.org/x/text-0.3.8,dependabot/go_modules/regression/smoke/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/barebones/golang.org/x/sys-0.1.0,dependabot/go_modules/regression/barebones/golang.org/x/crypto-0.1.0,dependabot/go_modules/tools/operator/github.com/opencontainers/runc-1.1.5,dependabot/go_modules/regression/barebones/k8s.io/client-go-0.20.0,dependabot/go_modules/chaincodes/marbles02_private/go/golang.org/x/net-0.7.0,dependabot/go_modules/tools/operator/github.com/docker/docker-20.10.24incompatible,,,,,,,,true,"22/Sep/17 12:14 AM;dongming;PTE supports initMarble and readMarble initially.  More invokes and queries commands will be added.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Include NSP (Node Security) in Fabric-node-sdk CI job,FAB-6204,20889,,Task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,rameshthoomu,ashutosh_kumar,ashutosh_kumar,19/Sep/17 5:37 AM,20/Jul/18 11:14 PM,28/Oct/23 3:01 AM,20/Oct/17 1:03 AM,,,,,,,v1.1.0,,,fabric-build,fabric-ci,,,0,build-system,,,,,,"To identify Security Vulnerabilities in the node modules that Fabric Node SDK is dependent on , usage of nsp package (https://github.com/nodesecurity/nsp) is vogue in the industry. We should include this in our Node SDK CI job.

 

I did some experimentation using NSP on fabric-sdk-node and result come out clean. I am not sure whether it produces false positives. I would not like this to be a voting job for that reason.

 

In the event of existence of Security Vulnerability(ies) , email notification should be sent to Node SDK team.",,ashutosh_kumar,rameshthoomu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzygpj:",,,,,,,,,,,,,,,,,,,,,,ashutosh_kumar,rameshthoomu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20/Oct/17 1:03 AM;rameshthoomu;Patch has been submitted and merged. Now we run vulnerability tests for every patch set on fabric-sdk-node repo. If we found vulnerable errors will fail the patch set with -1.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP document typos,FAB-6206,20891,,Story,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,cbl,cbl,cbl,19/Sep/17 11:25 AM,21/Jul/18 3:49 AM,28/Oct/23 3:01 AM,21/Sep/17 7:51 AM,v1.0.2,,,,,,v1.1.0,,,fabric-docs,,,,0,,,,,,,"""overriden"" in [https://github.com/hyperledger/fabric/blame/release/docs/source/msp.rst#L146] should be ""overridden"".

 ",,cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzygpr:",,,,Unset,,,,,,,Unset,,,,,,,,,,,cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"19/Sep/17 12:48 PM;cbl;https://gerrit.hyperledger.org/r/#/c/13597/;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Failing gossip state transfer test,FAB-6207,20892,,Bug,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,C0rWin,C0rWin,C0rWin,19/Sep/17 12:47 PM,20/Jul/18 11:14 PM,28/Oct/23 3:01 AM,27/Nov/17 1:39 PM,,,,,,,,,,fabric-gossip,,,,0,active,gossip,,,,,"There is a gossip state transfer test failing after introducing commit for FAB-5084, 


{code}
unit-tests_1  | 2017-09-19 02:33:03.863 UTC [gossip/gossip#p1] NewGossipService -> WARN 286 External endpoint is empty, peer will not be accessible outside of its organization
unit-tests_1  | removing dir = /tmp/tests/ledger/node/ledgersData
unit-tests_1  | panic: runtime error: invalid memory address or nil pointer dereference
unit-tests_1  | [signal SIGSEGV: segmentation violation code=0x1 addr=0x0 pc=0xa6f4c9]
unit-tests_1  |
unit-tests_1  | goroutine 15374 [running]:
unit-tests_1  | github.com/hyperledger/fabric/gossip/state.(*GossipStateProviderImpl).privateDataMessage(0xc42246e510, 0x12ce9a0, 0xc4239f9440)
unit-tests_1  |         github.com/hyperledger/fabric/gossip/state/_test/_obj_test/state.go:287 +0x119
unit-tests_1  | created by github.com/hyperledger/fabric/gossip/state.(*GossipStateProviderImpl).listen
unit-tests_1  |         github.com/hyperledger/fabric/gossip/state/_test/_obj_test/state.go:265 +0x478
unit-tests_1  | FAIL    github.com/hyperledger/fabric/gossip/state      56.473s
unit-tests_1  | error: exit status 1
unit-tests_1  | panic: EOF
unit-tests_1  |
unit-tests_1  | goroutine 1 [running]:
unit-tests_1  | main.main()
unit-tests_1  |         /opt/gotools/obj/gopath/src/github.com/AlekSi/gocov-xml/gocov-xml.go:60 +0x14a4
{code}",,C0rWin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzygpz:",,,,,,,,,,,,,,,,,,,,,,C0rWin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"19/Sep/17 1:40 PM;C0rWin;https://gerrit.hyperledger.org/r/#/c/13601/;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
