Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Description,Environment,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Inward issue link (Duplicate),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Business Value),Custom field (Commit Levels),Custom field (Current Status),Custom field (Design),Custom field (Design Status),Custom field (Documentation Impact),Custom field (Documentation Status),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Executed),Custom field (Flagged),Custom field (Found in Commit),Custom field (Function Test Status),Custom field (Must Fix),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Release Note),Custom field (Release Note Required),Custom field (Root Cause Analysis),Custom field (SDK Impact),Custom field (Sample/Tutorial),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (System Test Impact),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Test Plan),Custom field (Test Result),Custom field (Test Result Details),Custom field (Test Type),Custom field (Triaged),Custom field (Usage),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Workaround),Custom field (gitCommitsReferenced),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Signus API: Integration tests (High Level cases),IS-24,18168,,Task,Complete,IS,Indy SDK,software,resplin,,,Medium,Done,Artemkaaas,avkrishnan,avkrishnan,16/Jun/17 11:06 PM,03/Jul/17 9:02 PM,28/Oct/23 2:49 AM,03/Jul/17 9:02 PM,,,,,,,,0,,,,,"Implement High test cases for Signus API:
 * *sovrin_create_and_store_my_did*
 * *sovrin_replace_keys*
 * *sovrin_store_their_did*
 * *sovrin_sign*
 * *sovrin_verify_signature*

High cases (alpha version):
 * Normal cases. Note that there can be multiple execution branches. We need to cover at each branch. Branches examples:
 ** Entity cached in the wallet
 **  Entity should be taken from the ledger
 * Error cases that require an explicit recovering procedure. Examples:
 ** Invalid wallet credentials
 ** No entity found in the wallet
 ** No entity found in the ledger
 ** Transaction doesn't allow for current identity
 ** Unknown crypto
 ** Claim doesn't correspond to scheme, proof request doesn't correspond to claim and etc...
 ** Revocation registry is full and etc...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IS-69,,,,,,,,,,"1|hzy453:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avkrishnan,gudkov,,,,,,,,,,"03/Jul/17 9:01 PM;gudkov;Tests were implemented. Encode/decode tests will be covered with IS-164;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOS Wrapper: Wallet API demo tests,IS-25,18169,,Task,Complete,IS,Indy SDK,software,resplin,,,Medium,Done,,avkrishnan,avkrishnan,16/Jun/17 11:06 PM,19/Jun/17 11:44 PM,28/Oct/23 2:49 AM,19/Jun/17 11:44 PM,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IS-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IS-68,,,,,,,,,,"1|hzy45j:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avkrishnan,gudkov,,,,,,,,,,"19/Jun/17 11:44 PM;gudkov;Done as dupplicate.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOS Wrapper: Anoncreds API demo tests,IS-26,18170,,Bug,Complete,IS,Indy SDK,software,resplin,,,Medium,Done,,avkrishnan,avkrishnan,16/Jun/17 11:06 PM,19/Jun/17 11:44 PM,28/Oct/23 2:49 AM,19/Jun/17 11:44 PM,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IS-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IS-68,,,,,,,,,,"1|hzy45r:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avkrishnan,gudkov,,,,,,,,,,"19/Jun/17 11:44 PM;gudkov;Done as dupplicate.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOS Wrapper: Signus API demo tests,IS-27,18171,,Bug,Complete,IS,Indy SDK,software,resplin,,,Medium,Done,,avkrishnan,avkrishnan,16/Jun/17 11:06 PM,19/Jun/17 11:48 PM,28/Oct/23 2:49 AM,19/Jun/17 11:48 PM,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IS-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IS-68,,,,,,,,,,"1|hzy45z:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avkrishnan,gudkov,,,,,,,,,,"19/Jun/17 11:48 PM;gudkov;Done as dupplicate.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOS Wrapper: Ledger API demo tests,IS-28,18172,,Bug,Complete,IS,Indy SDK,software,resplin,,,Medium,Done,,avkrishnan,avkrishnan,16/Jun/17 11:06 PM,19/Jun/17 11:48 PM,28/Oct/23 2:49 AM,19/Jun/17 11:48 PM,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IS-68,,,,,,,,,,"1|hzy46f:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avkrishnan,gudkov,,,,,,,,,,"19/Jun/17 11:48 PM;gudkov;Done as dupplicate.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOS Wrapper: Port Demo tests,IS-29,18173,,Task,Complete,IS,Indy SDK,software,resplin,,,Medium,Done,,avkrishnan,avkrishnan,16/Jun/17 11:06 PM,19/Jun/17 11:51 PM,28/Oct/23 2:49 AM,19/Jun/17 11:51 PM,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,IS-25,IS-26,IS-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IS-68,,,,,,,,,,"1|hzy467:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avkrishnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOS Wrapper: Signus API medium level cases,IS-30,18174,,Bug,Complete,IS,Indy SDK,software,resplin,,,Medium,Done,,avkrishnan,avkrishnan,16/Jun/17 11:06 PM,19/Jun/17 11:08 PM,28/Oct/23 2:49 AM,19/Jun/17 11:08 PM,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IS-68,,,,,,,,,,"1|hzy46n:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avkrishnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOS Wrapper: Ledger API medium level cases,IS-31,18175,,Bug,Complete,IS,Indy SDK,software,resplin,,,Medium,Done,,avkrishnan,avkrishnan,16/Jun/17 11:06 PM,19/Jun/17 11:52 PM,28/Oct/23 2:49 AM,19/Jun/17 11:52 PM,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IS-68,,,,,,,,,,"1|hzy46v:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avkrishnan,gudkov,,,,,,,,,,"19/Jun/17 11:52 PM;gudkov;Only high cases tests are planned for wrapper. Closed as invalid.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOS Wrapper: Wallet API medium level cases,IS-32,18176,,Bug,Complete,IS,Indy SDK,software,resplin,,,Medium,Done,,avkrishnan,avkrishnan,16/Jun/17 11:06 PM,19/Jun/17 11:52 PM,28/Oct/23 2:49 AM,19/Jun/17 11:52 PM,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IS-68,,,,,,,,,,"1|hzy473:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avkrishnan,gudkov,,,,,,,,,,"19/Jun/17 11:52 PM;gudkov;Only high cases tests are planned for wrapper. Closed as invalid.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOS Wrapper: Anoncreds API Revocation integration tests (High cases),IS-33,18177,,Task,Complete,IS,Indy SDK,software,resplin,,,Medium,Done,anastasia.tarasova,avkrishnan,avkrishnan,16/Jun/17 11:06 PM,01/Jul/17 12:12 AM,28/Oct/23 2:49 AM,01/Jul/17 12:12 AM,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IS-68,,,,,,,,,,"1|hzy493:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avkrishnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOS Wrapper: Anoncreds API Primary Claims Integration tests (High cases),IS-34,18178,,Task,Complete,IS,Indy SDK,software,resplin,,,Medium,Done,anastasia.tarasova,avkrishnan,avkrishnan,16/Jun/17 11:06 PM,03/Jul/17 10:02 PM,28/Oct/23 2:49 AM,03/Jul/17 10:02 PM,,,,,,,,0,,,,,"Need to implement high cases tests for the functions:
 - *issuerCreateAndStoreClaimDef* *- done**
 - *issuerCreateClaim* *- done**
 - *proverStoreClaimOffer* *- done**
 - *proverGetClaimOffers* *- done**
 - *proverCreateMasterSecret* *- done**
 - *proverCreateAndStoreClaimReq* *- done**
 - *proverStoreClaim* *- done**
 - *proverGetClaims* *- done**
 - *proverGetClaimsForProofReq* *- done**
 - *proverCreateProof* *- done**
 - *verifierVerifyProof* *- done**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IS-68,,,,,,,,,,"1|hzy48f:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avkrishnan,gudkov,,,,,,,,,,"03/Jul/17 10:02 PM;gudkov;Tests were ported;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOS Wrapper: Signus API integration tests (High cases),IS-35,18179,,Task,Complete,IS,Indy SDK,software,resplin,,,Medium,Done,anastasia.tarasova,avkrishnan,avkrishnan,16/Jun/17 11:06 PM,03/Jul/17 10:01 PM,28/Oct/23 2:49 AM,03/Jul/17 10:01 PM,,,,,,,,0,,,,,"Need to implement high cases tests for the functions:
 - *createAndStoreMyDid* *- done**
 - *replaceKeys* *- done**
 - *storeTheirDid* *- done**
 - *sign* *- done**
 - *verifySignature -* *done**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IS-68,,,,,,,,,,"1|hzy47z:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avkrishnan,gudkov,,,,,,,,,,"03/Jul/17 9:45 PM;gudkov;Tests were ported;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOS Wrapper: Wallet API integration tests (High cases),IS-36,18180,,Task,Complete,IS,Indy SDK,software,resplin,,,Medium,Done,anastasia.tarasova,avkrishnan,avkrishnan,16/Jun/17 11:06 PM,01/Jul/17 12:11 AM,28/Oct/23 2:49 AM,01/Jul/17 12:11 AM,,,,,,,,0,,,,,"Need to implement high cases tests for the functions:
 - *createWallet - done*
 - *openWallet* *- done*
 - *closeWallet* *- done*
 - *deleteWallet* *- done*
 - *walletSetSeqNo* *- done*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IS-68,,,,,,,,,,"1|hzy47r:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avkrishnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOS Wrapper: Ledger API integration tests (High cases),IS-37,18181,,Task,Complete,IS,Indy SDK,software,resplin,,,Medium,Done,cybermag,avkrishnan,avkrishnan,16/Jun/17 11:06 PM,03/Jul/17 10:02 PM,28/Oct/23 2:49 AM,03/Jul/17 10:02 PM,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IS-68,,,,,,,,,,"1|hzy487:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avkrishnan,gudkov,,,,,,,,,,"03/Jul/17 10:01 PM;gudkov;Tests were ported;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOS Wrapper: Pool API medium level cases,IS-38,18182,,Bug,Complete,IS,Indy SDK,software,resplin,,,Medium,Done,,avkrishnan,avkrishnan,16/Jun/17 11:06 PM,19/Jun/17 11:54 PM,28/Oct/23 2:49 AM,19/Jun/17 11:54 PM,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IS-68,,,,,,,,,,"1|hzy48n:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avkrishnan,gudkov,,,,,,,,,,"19/Jun/17 11:53 PM;gudkov;Only high cases tests are planned for wrapper. Closed as invalid.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOS Wrapper: Pool API integration tests (High cases),IS-39,18183,,Task,Complete,IS,Indy SDK,software,resplin,,,Medium,Done,anastasia.tarasova,avkrishnan,avkrishnan,16/Jun/17 11:06 PM,01/Jul/17 12:11 AM,28/Oct/23 2:49 AM,01/Jul/17 12:10 AM,,,,,,,,0,,,,,"Need to implement high cases tests the functions:
 - *createPoolWithName* *- done*
 - *openPoolWithName* *- done*
 - *refreshPoolWithHandle - done*
 - *closePoolWithHandle - done*
 - *deletePoolWithName - done*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IS-68,,,,,,,,,,"1|hzy47j:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avkrishnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOS Wrapper: Agent API medium level cases,IS-40,18184,,Bug,Complete,IS,Indy SDK,software,resplin,,,Medium,Done,,avkrishnan,avkrishnan,16/Jun/17 11:06 PM,20/Jun/17 12:01 AM,28/Oct/23 2:49 AM,20/Jun/17 12:01 AM,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IS-68,,,,,,,,,,"1|hzy48v:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avkrishnan,gudkov,,,,,,,,,,"20/Jun/17 12:01 AM;gudkov;Only high cases tests are planned for wrapper. Closed as invalid.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOS Wrapper: Agent API integration tests (High cases),IS-41,18185,,Task,Complete,IS,Indy SDK,software,resplin,,,Medium,Done,anastasia.tarasova,avkrishnan,avkrishnan,16/Jun/17 11:06 PM,07/Jul/17 10:16 PM,28/Oct/23 2:49 AM,07/Jul/17 10:16 PM,,,,,,,,0,,,,,"Need to implement the high cases tests for functions:
 * agentConnect
 * agentListen
 * agentSend
 * agentCloseConnection
 * agentCloseListener",,,,,,,,,,,,,,,,,,IS-188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IS-68,,,,,,,,,,"1|hzy3l3:",,,,,,LibINDY Sprint 1,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,avkrishnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MacOS support: create the .md file with build instruction,IS-42,18186,,Bug,Complete,IS,Indy SDK,software,resplin,,,Medium,Done,cybermag,avkrishnan,avkrishnan,16/Jun/17 11:06 PM,20/Jun/17 1:07 AM,28/Oct/23 2:49 AM,20/Jun/17 1:07 AM,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IS-60,,,,,,,,,,"1|hzy49b:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avkrishnan,gudkov,,,,,,,,,,"20/Jun/17 1:07 AM;gudkov;Dupplicate;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MacOS support: Build libsovrin for mac, run the tests",IS-43,18187,,Bug,Complete,IS,Indy SDK,software,resplin,,,Medium,Done,cybermag,avkrishnan,avkrishnan,16/Jun/17 11:06 PM,20/Jun/17 1:07 AM,28/Oct/23 2:49 AM,20/Jun/17 1:07 AM,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IS-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IS-60,,,,,,,,,,"1|hzy41b:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avkrishnan,gudkov,,,,,,,,,,"20/Jun/17 1:06 AM;gudkov;Dupplicate;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOS Wrapper: Agent API,IS-44,18188,,New Feature,Complete,IS,Indy SDK,software,resplin,,,Medium,Done,cybermag,avkrishnan,avkrishnan,16/Jun/17 11:06 PM,20/Jun/17 12:43 AM,28/Oct/23 2:49 AM,20/Jun/17 12:43 AM,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IS-68,,,,,,,,,,"1|hzy49j:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avkrishnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wallet API,IS-45,18189,,Epic,Complete,IS,Indy SDK,software,resplin,,,Medium,Done,,avkrishnan,avkrishnan,16/Jun/17 11:06 PM,08/Oct/19 11:06 PM,28/Oct/23 2:49 AM,05/Sep/18 9:55 PM,,,1.5,1.6.4,wallet,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wallet API,Done,,,,,,,,"1|hzy49r:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avkrishnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wallet API: Add security to wallet,IS-46,18190,,New Feature,Complete,IS,Indy SDK,software,resplin,,,Medium,Invalid,nage,avkrishnan,avkrishnan,16/Jun/17 11:06 PM,30/Mar/19 5:57 AM,28/Oct/23 2:49 AM,30/Mar/19 5:57 AM,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IS-45,,,,,,,,,,"1|hzzc67:",,,,,,LibINDY 17.21,LibINDY 17.22,LibINDY 17.23,LibINDY 17.24,LibINDY 17.25,LibINDY 18.01,LibINDY 18.02 CLI +,LibIndy 18.03,LibINDY 18.04 Revocation,18.05,18.06,18.07,EV 18.10 Stability and VC,18.08 Wallets+,EV 18.11 Payments/Performance,EV 18.12 Release New Wallet,EV 18.13,EV 18.14,EV 18.15,EV 18.16,EV 18.17,EV 18.18,EV 18.19,Ev 18.20,,0.0,,,,,,,,,,,,avkrishnan,farooq_m_khan,krw910,,,,,,,,,"14/Oct/17 5:46 AM;krw910;This work is covered by IS-373, IS-376 and IS-377;;;","08/Nov/17 7:07 AM;krw910;[~gudkov] Can we close out this ticket since it is covered by the other 3 in my previous comment?

 ;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agent API: PairwiseCurveCP,IS-47,18191,,New Feature,Complete,IS,Indy SDK,software,resplin,,,Medium,Done,sergey.minaev,avkrishnan,avkrishnan,16/Jun/17 11:06 PM,29/Jun/17 11:28 PM,28/Oct/23 2:49 AM,29/Jun/17 11:28 PM,,,,,,,,0,,,,,"* *Create ZMQ fork with PairwiseCurveCP support*
 * *Fork zmq-sys rust wrapper and add PairwiseCurveCP support*
 * *Fork zqm rust wrapper and add PairwiseCurveCP support*
 * *Integrate forks to libsovrin build and CI. See [https://evernym.atlassian.net/browse/SOV-1113]*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IS-95,,,,,,,,,,"1|hzy4bb:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avkrishnan,sergey.minaev,,,,,,,,,,"26/Jun/17 8:20 PM;sergey.minaev;Forked to evernym:
 [https://github.com/evernym/rust-zmq-pw]
 [https://github.com/evernym/libzmq-pw];;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crypto API: Integration testing (Low cases),IS-48,18192,,Task,To Develop,IS,Indy SDK,software,resplin,,,Medium,,Artemkaaas,avkrishnan,avkrishnan,16/Jun/17 11:06 PM,30/Mar/19 6:04 AM,28/Oct/23 2:49 AM,,,,,,,,,0,6Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzy6q7:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avkrishnan,krw910,,,,,,,,,,"14/Oct/17 5:54 AM;krw910;[~avkrishnan] Please provide information on what this ticket is about.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agent API: Integration testing (Medium cases),IS-49,18193,,Task,Complete,IS,Indy SDK,software,resplin,,,Medium,Done,Artemkaaas,avkrishnan,avkrishnan,16/Jun/17 11:06 PM,11/Aug/17 4:12 PM,28/Oct/23 2:49 AM,11/Aug/17 4:12 PM,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IS-95,,,,,,,,,,"1|hzx1zb:",,,,,,LibINDY Sprint 5,LibINDY Sprint 6,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,avkrishnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agent API: Integration testing (High cases),IS-50,18194,,Task,Complete,IS,Indy SDK,software,resplin,,,Medium,Done,sergey.minaev,avkrishnan,avkrishnan,16/Jun/17 11:06 PM,30/Jun/17 12:26 AM,28/Oct/23 2:49 AM,30/Jun/17 12:26 AM,,,,,,,,0,,,,,"* *sovrin_agent_connect*
 ** *local data for connect*
 ** *remote data for connect*
 * *sovrin_agent_listen*
 ** *single server key*
 ** *multiply server key*
 * *sovrin_agent_send*
 * *sovrin_agent_close_connection*
 * *sovrin_agent_close_listener*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IS-95,,,,,,,,,,"1|hzy4bj:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avkrishnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agent API: Service implementation,IS-51,18195,,New Feature,Complete,IS,Indy SDK,software,resplin,,,High,Done,sergey.minaev,avkrishnan,avkrishnan,16/Jun/17 11:06 PM,29/Jun/17 11:30 PM,28/Oct/23 2:49 AM,29/Jun/17 11:30 PM,,,,,,,,0,,,,,"* *sovrin_agent_connect*
 * *sovrin_agent_listen*
 * *sovrin_agent_send*
 * *sovrin_agent_close_connection*
 * *sovrin_agent_close_listener*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IS-95,,,,,,,,,,"1|hzy4bz:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avkrishnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agent API: Commands implementation,IS-52,18196,,New Feature,Complete,IS,Indy SDK,software,resplin,,,High,Done,sergey.minaev,avkrishnan,avkrishnan,16/Jun/17 11:06 PM,29/Jun/17 11:30 PM,28/Oct/23 2:49 AM,29/Jun/17 11:30 PM,,,,,,,,0,,,,,"* *sovrin_agent_connect*
 * *sovrin_agent_listen*
 * *sovrin_agent_send*
 * *sovrin_agent_close_connection*
 * *sovrin_agent_close_listener*
 * *implement logic for receiving endpoint information from ledger*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IS-95,,,,,,,,,,"1|hzy4br:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avkrishnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
