Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Issue split),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Authorized Watchers),Custom field (Authorized Watchers),Custom field (Business Value),Custom field (Commit Levels),Custom field (Current Status),Custom field (Design),Custom field (Design Status),Custom field (Documentation Impact),Custom field (Documentation Status),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Executed),Custom field (Found in Commit),Custom field (Function Test Status),Custom field (Must Fix),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Release Note),Custom field (Release Note Required),Custom field (Root Cause Analysis),Custom field (SDK Impact),Custom field (Sample/Tutorial),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (System Test Impact),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Test Plan),Custom field (Test Result),Custom field (Test Result Details),Custom field (Test Type),Custom field (Triaged),Custom field (Usage),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Workaround),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitCommitsReferenced),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
"when SDK uses TLS and CA does not, no error, downgrades silently",FABC-742,34790,,Bug,Returned,FABC,Fabric CA,software,denyeart,,,High,,ashutosh_kumar,ChristopherFerris,ChristopherFerris,19/Oct/18 8:33 PM,26/Aug/19 7:50 AM,28/Oct/23 2:21 AM,,v1.2.0,,,,,,,,,fabric-ca-server,,,0,,,,,,"From email to security list:

Hello,
  
 On fabric-ca 1.2.0 and fabric-sdk-go d489eba94c868f736015935e88da20faf9aa80d4 (July 2018) we observed that if the SDK client is configured with TLS CA certificates (see example configuration [1]) and the fabric-ca does not have TLS enabled (FABRIC_CA_SERVER_TLS_ENABLED=false), then the client will downgrade to http and proceed without errors. We expected the client to immediately abort, and not downgrade. We believe downgrading could allow a MITM attack where the attacker forces a client to downgrade to http and the client subsequently sends sensitive data over http (e.g., enrollId, enrollSecret). 
  
 [1] Example portion of go-sdk client configuration:
  
  [ca.org2.example.com|https://urldefense.proofpoint.com/v2/url?u=http-3A__ca.org2.example.com&d=DwMFaQ&c=jf_iaSHvJObTbx-siA1ZOg&r=33Ksn4bRkfEi53BOWQorz0ej6pr527Q2SbGcvZWUBSE&m=R63ZQ87zt6VyuYxGt-K_rrP0qH17-zJtqTIRaqrEqxw&s=S8ZBweYBEY_lCdeHV7omnQ8TwfjmA-nqHroHWYCBfkE&e=]:
    url: [https://ca.org2.example.com:7054|https://urldefense.proofpoint.com/v2/url?u=https-3A__ca.org2.example.com-3A7054&d=DwMFaQ&c=jf_iaSHvJObTbx-siA1ZOg&r=33Ksn4bRkfEi53BOWQorz0ej6pr527Q2SbGcvZWUBSE&m=R63ZQ87zt6VyuYxGt-K_rrP0qH17-zJtqTIRaqrEqxw&s=TJR4xaRtKpDGJVAM5k2HGE6SFtSXg-pwkXVkSEdeOIA&e=]
    tlsCACerts:
     path: ""/tmp/fabric/crypto-config/peerOrganizations/[org2.example.com/ca/ca.org2.example.com-cert.pem|https://urldefense.proofpoint.com/v2/url?u=http-3A__org2.example.com_ca_ca.org2.example.com-2Dcert.pem&d=DwMFaQ&c=jf_iaSHvJObTbx-siA1ZOg&r=33Ksn4bRkfEi53BOWQorz0ej6pr527Q2SbGcvZWUBSE&m=R63ZQ87zt6VyuYxGt-K_rrP0qH17-zJtqTIRaqrEqxw&s=sUIETCNk-5CDts8hl8mgd_loC6lZTyS8V7sIb_srOZI&e=]""
     client:
       key:
         path: ""/tmp/fabric/crypto-config/peerOrganizations/[org2.example.com/users/Admin@org2.example.com/tls/client.key|https://urldefense.proofpoint.com/v2/url?u=http-3A__org2.example.com_users_Admin-40org2.example.com_tls_client.key&d=DwMFaQ&c=jf_iaSHvJObTbx-siA1ZOg&r=33Ksn4bRkfEi53BOWQorz0ej6pr527Q2SbGcvZWUBSE&m=R63ZQ87zt6VyuYxGt-K_rrP0qH17-zJtqTIRaqrEqxw&s=aAYFnAvVRcyjAjLB3UMhpRfe5R-GWOgsPpdPTzWfTjU&e=]""
       cert:
         path: ""/tmp/fabric/crypto-config/peerOrganizations/[org2.example.com/users/Admin@org2.example.com/tls/client.crt|https://urldefense.proofpoint.com/v2/url?u=http-3A__org2.example.com_users_Admin-40org2.example.com_tls_client.crt&d=DwMFaQ&c=jf_iaSHvJObTbx-siA1ZOg&r=33Ksn4bRkfEi53BOWQorz0ej6pr527Q2SbGcvZWUBSE&m=R63ZQ87zt6VyuYxGt-K_rrP0qH17-zJtqTIRaqrEqxw&s=jV9dWapK4NpVt4G3Vb36KLbqY-94v4agImuf6v0NmEI&e=]""
    registrar:
      enrollId: admin
      enrollSecret: adminpw
    caName: [ca.org2.example.com|https://urldefense.proofpoint.com/v2/url?u=http-3A__ca.org2.example.com&d=DwMFaQ&c=jf_iaSHvJObTbx-siA1ZOg&r=33Ksn4bRkfEi53BOWQorz0ej6pr527Q2SbGcvZWUBSE&m=R63ZQ87zt6VyuYxGt-K_rrP0qH17-zJtqTIRaqrEqxw&s=S8ZBweYBEY_lCdeHV7omnQ8TwfjmA-nqHroHWYCBfkE&e=]
  ",,ashutosh_kumar,ChristopherFerris,denyeart,dhuseby,mastersingh24,,,,,,,,,,,,,,,,,,,,,,,,,Security issue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ashutosh_kumar,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|hzwrp3:",,,,Unset,Unset,,,,,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),ashutosh_kumar,ChristopherFerris,denyeart,dhuseby,mastersingh24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19/Oct/18 8:36 PM;ChristopherFerris;Keith, can you please take a look at this? Bug report came through the security defect reporting list. [~mastersingh24] FYI;;;","02/Nov/18 12:00 PM;denyeart;[~ashutosh_kumar] Can you take a look and discuss with Keith?;;;","02/Nov/18 10:39 PM;ashutosh_kumar;This looks like SDK issue and not Fabric CA issue. Let me have a look at Fabric CA TLS configuration.;;;","02/Nov/18 11:16 PM;ashutosh_kumar;If fabric-ca server is not configured as TLS Server and Client connects to it as TLS client , it'll try to connect to non-TLS server , client does not see that port listening on TLS and initiate non-TLS traffic , that seems desired behavior. TLS is forced by Server , not client. Again it is dependent on TLS implementation of libraries. GoLang TLS implementation behaving the way it is.TLS is

It does not seem to be valid use case. To me valid use case will be trying to connect to Fabric CA on SSL protocol , if that succeed , then Fabric CA server is susceptible poodle or hearltbleed attack. It won't succeed as fabric CA server is configured to use Strong Cipher Suite. Closing this issue.

 ;;;","10/Dec/18 10:02 PM;dhuseby;[~ashutosh_kumar] [~ChristopherFerris] If the fabric-ca is not configured as a TLS server and the client tries to connect as a TLS client, is there any signal to the SDK client that the connection is insecure so that the connection can be dropped before the SDK transmits the secrets over the wire?  Seems like the client should have control over whether their secrets are transmitted over an insecure channel or not.  This also goes back to fact that authentication is done by transmitting a secret value.  If authentication was done with a challenge-response protocol this wouldn't be such an issue, but it isn't.

I'm re-opening this bug because one of two things should be done: 1) change the authentication to a challenge-response instead of transmitting a secret key, or 2) make the client fail to connect when the SDK client code asks to connect with TLS and the fabric-ca isn't configured to use TLS.

The last thing we want is to have the secret key automatically transmitted on an automatically downgraded, insecure channel.  A MitM attack to get client secrets is trivial as is.;;;","11/Dec/18 12:36 AM;ashutosh_kumar;[~dhuseby] , If Fabric CA server is not configured for TLS and non-TLS client tries to connect , the connection does not happen. No TLS handshake happens , hence no secret is transmitted over wire. No downgrade is in play here.

I do not see this is an issue. This bug needs to be closed.

 

 ;;;","08/Jan/19 5:15 AM;denyeart;[~ashutosh_kumar] Please read David Huseby's comment again. His scenario is for a TLS client.  You answered for a non-TLS client.  Can you answer for a TLS client?;;;","08/Jan/19 6:53 AM;ashutosh_kumar;[~denyeart] , Thanks for bringing that up. It was oversight on my part.

When Fabric CA server is not being configured as TLS Server as TLS client tries to connect , connection will not happen and error will be thrown.

TLS handshake initiates at the Server , not at the client and if fabric ca server is not being configured as TLS Server , no TLS handshake will take place and hence no secret will be generated.

 ;;;","23/Jan/19 4:07 PM;denyeart;Ok, I'm returning for re-assessment by [~dhuseby] or [~ChristopherFerris].;;;","26/Aug/19 7:50 AM;mastersingh24;This is not a fabric-ca-server or fabric-ca-client issue.  If anything, this is a Go SDK issue.;;;",,,,,,,,,,
"As a platform operator, I want to be able to determine if a fabric CA is healthy by hitting an http(s) endpoint on a configurable port.",FABC-743,34514,,Story,Closed,FABC,Fabric CA,software,denyeart,,,Medium,Done,btl5037,sykesm,sykesm,10/Oct/18 12:32 AM,05/Dec/19 11:26 PM,28/Oct/23 2:21 AM,22/Feb/19 3:24 AM,,,,,,,v1.4.1,v2.0.0,,,,,0,ipm,ipm-planned,operations,,,"To prevent dragging bunch of unnecessary complexity, the healthcheck should be implemented as a basic http or https endpoint at /healthz. When the peer is healthy, it will return with a status of `HTTP 200/OK` and JSON payload of '{""status"": ""OK""}'. If the peer is responsive to the status check, but unhealthy, it will return with a staus of `HTTP 503/Service Unavailable` and a JSON message that indicates which subsystem has failed the health check.",,btl5037,sykesm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FABLG-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,FAB-10851,,,No,,Unset,No,,,"1|hzzq8f:",,,,Unset,Unset,,,,,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),btl5037,sykesm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11/Jan/19 12:37 AM;sykesm;CA health is a function of:
- server up
- database available

In terms of server up, if we can respond to the health check, we're ""up.""

For the database, we have three options: sqlite, postgres, and mysql. A ping operation already exists for all three of the backends so the health check would simply drive the existing operation on the configured database.

Ping is the same interface on all backends and already tested.

Likely need to create additional stories for authorization and a separate separate server.;;;","22/Feb/19 3:24 AM;btl5037;https://gerrit.hyperledger.org/r/c/28818/;;;",,,,,,,,,,,,,,,,,,
"Failed to build ""windows-amd64"" binary on master branch",FABC-744,34752,,Bug,Closed,FABC,Fabric CA,software,denyeart,,,Medium,Done,denyeart,sambhavdutt,sambhavdutt,18/Oct/18 12:01 AM,19/Mar/19 8:13 PM,28/Oct/23 2:21 AM,21/Oct/18 7:32 PM,v1.4.0,,,,,,v1.4.0,,,,,,0,ci-failure,,,,,"Observed the below errors in the nightly jobs for master branch.

{code:java}
21:54:07 Building release/windows-amd64/bin/fabric-ca-client for windows-amd64
21:54:07 mkdir -p release/windows-amd64/bin
21:54:07 GOOS=windows GOARCH=amd64 go build -o /w/workspace/fabric-nightly-release-job-master-x86_64/gopath/src/github.com/hyperledger/fabric-ca/release/windows-amd64/bin/fabric-ca-client -tags ""caclient"" -ldflags ""-X github.com/hyperledger/fabric-ca/lib/metadata.Version=1.4.0-stable"" github.com/hyperledger/fabric-ca/cmd/fabric-ca-client
21:54:09 # github.com/hyperledger/fabric-ca/vendor/github.com/google/certificate-transparency-go/x509
21:54:09 vendor/github.com/google/certificate-transparency-go/x509/root_windows.go:112:3: cannot use uintptr(unsafe.Pointer(sslPara)) (type uintptr) as type syscall.Pointer in field value
21:54:15 Makefile:274: recipe for target 'release/windows-amd64/bin/fabric-ca-client' failed
21:54:15 make: *** [release/windows-amd64/bin/fabric-ca-client] Error 2
21:54:15 -------> make dist-all failed
{code}

*Build Log*

https://logs.hyperledger.org/production/vex-yul-hyp-jenkins-3/fabric-nightly-release-job-master-x86_64/161/

https://jenkins.hyperledger.org/view/Daily/job/fabric-nightly-release-job-master-x86_64/161/consoleFull
",,denyeart,harsha544,sambhavdutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,de8d93e1bc1f9a1a9b0201c969813f5a7194893f,Unset,No,,,"1|hzzvkn:",,,,Unset,Unset,,,,,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),denyeart,harsha544,sambhavdutt,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"18/Oct/18 10:28 PM;sambhavdutt;the *fabric-nightly-release-job-master-ppc64le* is also failing as windows-amd64 ca binary fails to build and errors out.

*Build Log*

https://jenkins.hyperledger.org/view/Daily/job/fabric-nightly-release-job-master-ppc64le/15/consoleFull;;;","20/Oct/18 12:15 AM;harsha544;[~sambhavdutt] the failure per logs of *fabric-nightly-release-job-master-ppc64le* isn't specific to ppc64le architecture rather this situation is arising as JJB identifies ppc64le as non-s390x or amd64 per this logic :-
 {{

{{# Execute release-all target on x arch}}
 {{ARCH=$(go env GOARCH)}}
 {{if [ ""$ARCH"" = ""s390x"" ]; then}}
 \{{ echo ""---------> ARCH:"" $ARCH}}
 \{{ build_Fabric_Ca release}}
 {{else}}
 \{{ echo ""---------> ARCH:"" $ARCH}}
 \{{ build_Fabric_Ca dist-all docker-fvt}}
 {{fi}}

 }}

 ;;;","20/Oct/18 11:33 PM;denyeart;https://gerrit.hyperledger.org/r/#/c/27120/;;;",,,,,,,,,,,,,,,,,
Listing certificate information should not be auth protected,FABC-745,34891,,Task,To Do,FABC,Fabric CA,software,denyeart,,,Medium,,,dbshah,dbshah,26/Oct/18 1:41 AM,01/Mar/19 1:01 AM,28/Oct/23 2:21 AM,,v1.2.0,,,,,,,,,,,,0,,,,,,"Based on the docs [here|https://hyperledger-fabric-ca.readthedocs.io/en/latest/users-guide.html#listing-certificate-information] getting a certificate based on serial number requires the caller to posses either hf.Revoker or hf.Registrar.Roles attribute. Furthermore, only certificates with ids that are associated with the caller's affiliation are currently returned. This check should continue to happen only if requesting certificates based on an enrollment ID. For requests made based on just serial and/or AKI should not require these checks.",,dbshah,skarim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|hzzwbz:",,,,Unset,Unset,,,,,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),dbshah,skarim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
--port option doesn't have expected effect during init,FABC-746,34899,,Bug,To Do,FABC,Fabric CA,software,denyeart,,,Medium,,,vdods,vdods,26/Oct/18 9:16 AM,02/Mar/20 1:53 PM,28/Oct/23 2:21 AM,,v1.2.1,,,,,,,,,fabric-ca-server,,,0,config,Usability,,,,"Running

    fabric-ca-server init --home path/to/home --port 9999 --boot admin:adminpw

runs and succeeds, but the generated config file (path/to/home/fabric-ca-server-config.yaml) has the default port value (7054) instead of the one specified.  This is very misleading.  I suspect that this is true of other options as well.",,denyeart,jyellick,mastersingh24,nnao,vdods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|hzzwdb:",,,,Unset,Unset,,,,,,,,,,,,"Run

fabric-ca-server init --home path/to/home --port 9999 --boot admin:adminpw

then examine

path/to/home/fabric-ca-server-config.yaml

and look for `port: 7054` -- expected to see `port: 9999` as specified in commandline option.",,Unset,,,,,,Unset,,Unset,,(Please add usage information),denyeart,jyellick,mastersingh24,nnao,vdods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/Nov/18 11:43 AM;denyeart;[~ashutosh_kumar] Can you take a look?;;;","03/Dec/18 8:41 PM;mastersingh24;The actual bug here might be that we allow extraneous command line flags for the init command.
Most of the command line options are designed to override the config file ... not actually set value in the config file.  That's not to say that we can't do that, but that was not the actual intent of most of the flags.

I'd vote to defer this to either 2.0 or perhaps a 1.4.x path release at this point;;;","05/Dec/18 8:51 AM;vdods;This seems to be generally true for all fabric and fabric-ca CLI tools – it's not clear which commandline options apply to which subcommands, and the description of the option is rather vague (e.g. commandline options only overriding config vars, not specifying them for init).;;;","25/Sep/19 1:13 AM;jyellick;[~elli-androulaki] is this something we're planning to tackle for v2.0?;;;",,,,,,,,,,,,,,,,
Set FABRIC_CA_SERVER_COMPATIBILITY_MODE to false,FABC-747,34964,,Task,Backlog,FABC,Fabric CA,software,denyeart,,,Medium,,,skarim,skarim,30/Oct/18 4:00 AM,27/Jul/19 11:59 PM,28/Oct/23 2:21 AM,,,,,,,,,,,,,,0,,,,,,Set default value of FABRIC_CA_SERVER_COMPATIBILITY_MODE to false after all the CA client have been updated to use the more secure token.,,skarim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|hzzwp3:",,,,Unset,Unset,,,,,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),skarim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The prerequisites section in the README file is incorrect about the version description of Go,FABC-748,34974,,Bug,Closed,FABC,Fabric CA,software,denyeart,,,Medium,Done,EvansChang,EvansChang,EvansChang,30/Oct/18 6:19 PM,24/Nov/18 2:52 AM,28/Oct/23 2:21 AM,24/Nov/18 2:52 AM,,,,,,,v1.4.0,,,,,,0,,,,,,"I built the Fabric-ca on my own physical machine in the Go1.9 environment according to the README file, but it did not succeed and reported the following error： 
{code:java}
Building fabric-ca-client in bin directory ...
# github.com/hyperledger/fabric-ca/lib
lib/server.go:714:23: cert.Issuer.String undefined (type pkix.Name has no field or method String)
lib/server.go:715:24: cert.Subject.String undefined (type pkix.Name has no field or method String)
make: *** [bin/fabric-ca-client] Error 2{code}
The String method is actually defined in version 1.10, so the Go version of Prerequisites in the README is partially modified to Go 1.10+ installation or later.

This is the link to the source code for pix.go in Go1.9:

[https://github.com/golang/go/blob/release-branch.go1.9/src/crypto/x509/pkix/pkix.go]

This is the link to the source code for pix.go in Go1.10:

[https://github.com/golang/go/blob/dev.boringcrypto.go1.10/src/crypto/x509/pkix/pkix.go]",,EvansChang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|hzzwrb:",,,,Unset,Unset,,,,,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),EvansChang,,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,
Add strong password checking,FABC-750,35233,,Task,To Do,FABC,Fabric CA,software,denyeart,,,Medium,,,smithbk,smithbk,09/Nov/18 6:08 AM,03/Dec/19 9:20 AM,28/Oct/23 2:21 AM,,,,,,,,,,,,,,0,,,,,,"Fabric CA should by default require passwords to meet the following strong password
requirements:
https://its.lafayette.edu/policies/strongpasswords/

But each of these 4 requirements for strong passwords should be individually configurable
with the following variables, where each of the values below are the default value.

FABRIC_CA_SERVER_PASSWORD_MIN_LENGTH=8
FABRIC_CA_SERVER_PASSWORD_MIX_UPPER_LOWER=true
FABRIC_CA_SERVER_PASSWORD_MIX_ALPHA_NUM=true
FABRIC_CA_SERVER_PASSWORD_MIN_SPECIAL_CHARS=1
",,smithbk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|hzzy67:",,,,Unset,Unset,,,,,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),smithbk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vendor gomega and ginkgo,FABC-752,35504,,Task,Closed,FABC,Fabric CA,software,denyeart,,,Medium,Done,skarim,skarim,skarim,21/Nov/18 4:34 AM,07/Dec/18 3:55 AM,28/Oct/23 2:21 AM,07/Dec/18 3:55 AM,,,,,,,v1.4.0,,,,,,0,,,,,,Vendor gomega and ginkgo to allow for writing BDD style test cases.,,skarim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|hzzzov:",,,,Unset,Unset,,,,,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),skarim,,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"21/Nov/18 4:44 AM;skarim;https://gerrit.hyperledger.org/r/c/27673/;;;",,,,,,,,,,,,,,,,,,,
Create passwords package,FABC-753,35505,35233,Sub-task,To Do,FABC,Fabric CA,software,denyeart,,,Medium,,,skarim,skarim,21/Nov/18 4:36 AM,01/Mar/19 1:01 AM,28/Oct/23 2:21 AM,,,,,,,,,,,,,,0,,,,,,Create passwords package that will contain the code for password generation and validation that meet requirements,,skarim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|hzzzp3:",,,,Unset,Unset,,,,,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),skarim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Use password object in identity registration,FABC-754,35506,35233,Sub-task,To Do,FABC,Fabric CA,software,denyeart,,,Medium,,,skarim,skarim,21/Nov/18 4:38 AM,01/Mar/19 1:01 AM,28/Oct/23 2:21 AM,,,,,,,,,,,,,,0,,,,,,"Use the password object to perform password validation or generation when registering identities with the fabric ca server.

Update test cases to use passwords that meet the new default requirements.",,skarim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|hzzzpb:",,,,Unset,Unset,,,,,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),skarim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revendor github.com/pkg/errors,FABC-755,35641,,Task,Closed,FABC,Fabric CA,software,denyeart,,,Medium,Done,skarim,skarim,skarim,28/Nov/18 6:46 AM,08/Jan/19 3:01 AM,28/Oct/23 2:21 AM,08/Jan/19 3:01 AM,,,,,,,,,,,,,0,,,,,,Revendor github.com/pkg/errors to use the latest code from this package,,skarim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i000dr:",,,,Unset,Unset,,,,,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),skarim,,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"28/Nov/18 6:48 AM;skarim;https://gerrit.hyperledger.org/r/c/27766/;;;",,,,,,,,,,,,,,,,,,,
