Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Fix Version/s,Due Date,Votes,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Custom field (Business Value),Custom field (Commit Levels),Custom field (Current Status),Custom field (Design),Custom field (Design Status),Custom field (Documentation Impact),Custom field (Documentation Status),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Executed),Custom field (Found in Commit),Custom field (Function Test Status),Custom field (Must Fix),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Release Note),Custom field (Release Note Required),Custom field (Root Cause Analysis),Custom field (SDK Impact),Custom field (Sample/Tutorial),Sprint,Sprint,Sprint,Sprint,Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (System Test Impact),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Test Plan),Custom field (Test Result),Custom field (Test Result Details),Custom field (Test Type),Custom field (Triaged),Custom field (Usage),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Workaround),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitCommitsReferenced),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Programmatic access to peer responses on failure to submit transaction,FGJ-57,42715,Story,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,High,Done,bestbeforetoday,bestbeforetoday,bestbeforetoday,11/Oct/19 12:54 AM,20/Nov/19 8:01 PM,28/Oct/23 2:21 AM,20/Nov/19 8:01 PM,,,,2,sdk-triaged,,,"*As a* client application
 *I want* to access proposal responses on failure to submit a transaction
 *So that* I can more effectively diagnose and report failures

Several scenarios should be considered:
 # *Discovery disabled:* currently bad proposal response messages are logged and, if no successful responses are received, the response messages are included in the exception string returned.
 # *Discovery enabled:* currently a generic endorsement failure message is returned. The discovery option *inspectResult* should be set to *true* so that response messages are returned from the call to *sendTransactionProposalToEndorsers()*.
 # *Commit failure:* It would be useful to include proposal responses in the exception thrown as a result of the commit handler receiving an invalid commit event.",,bestbeforetoday,dcrough13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i011yz:",,,,Unset,Unset,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),bestbeforetoday,dcrough13,,,,,,,,dev,main,,,,,,,,,true,"11/Oct/19 1:17 AM;dcrough13;At minimum, equivalence with the functionality currently provided by fabric-sdk-java is desired. Thank you for opening this ticket!;;;","14/Nov/19 2:25 AM;bestbeforetoday;PR: [https://github.com/hyperledger/fabric-gateway-java/pull/12];;;","20/Nov/19 8:01 PM;bestbeforetoday;Release 1.4 PR: [https://github.com/hyperledger/fabric-gateway-java/pull/13];;;",,,,,,,,,,,,,
Ability to build a gateway without a wallet,FGJ-58,42727,Story,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Done,mrudav.shukla,aatkddny,aatkddny,11/Oct/19 10:33 PM,24/Apr/20 2:32 AM,28/Oct/23 2:21 AM,11/Feb/20 7:24 PM,,,,0,external,sdk-triaged,,"As an organization that manages its own identities, the ability to create a gateway (using the gateway builder) and to add a user identity (whether as an Identity or as a User) to the builder without the overhead of creating a Wallet is desirable.

The current #identity method requires said wallet. 
Something that allows the Identity to be passed directly would be of use.",,aatkddny,bestbeforetoday,mrudav.shukla,,,,,,,,,,,,,,,,,,,,,,FABN-1546,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i01217:",,,,Unset,Unset,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),aatkddny,bestbeforetoday,mrudav.shukla,,,,,,,dev,main,,,,,,,,,true,"14/Jan/20 7:31 PM;bestbeforetoday;For implementation, I suggest the following overload of the identity() method in Gateway.Builder (implemented in GatewayImpl.Builder):
{code:java}
public Builder identity(Identity identity);
{code}
Since currently only X509Identity is supported, I think this should be sufficient to allow the Gateway to be connected without the use of a wallet. If/when types are added that require configuration of an accompanying IdentityProvider (such as HsmX509Identity), an additional overload that allows both an Identity and an IdentityProvider to be specified will be required but no need to worry about this now.;;;","30/Jan/20 11:09 PM;mrudav.shukla;Hi [~bestbeforetoday], I am planning to implement this as follows:
 # Override the identity() method in the builder with the instance of Identity as the only parameter
 # Check for null and return appropriate message in the exception if it is null
 # Check if the provider for the identity type and return appropriate message in the exception if it is not an X509Identity
 # Initialize the identity for the builder and return the builder
 # Write respective tests in GatewayImpl

 

Please let me know if this approach sounds right. I will assign the ticket and start working accordingly.;;;","01/Feb/20 7:06 PM;bestbeforetoday;That approach sounds good to me;;;","01/Feb/20 7:21 PM;mrudav.shukla;Ok. Will start working on this.;;;","03/Feb/20 6:14 PM;mrudav.shukla;[~bestbeforetoday]: Done with code and unit tests. Shall I also write all the scenario tests for features such as Commit, Events, Discovery, etc without using Wallet identity?;;;","04/Feb/20 10:30 PM;bestbeforetoday;If you want to get your hands into the scenario tests then you could add one scenario to *FabCar.feature* that uses this method of adding an identity to submit and evaluate a transaction. If not then probably unit test similar to *GatewayBuilderTest.testBuilderWithWalletIdentity()* is sufficient for a change of this type.;;;","05/Feb/20 2:03 PM;mrudav.shukla;[~bestbeforetoday]: Created a PR: [https://github.com/hyperledger/fabric-gateway-java/pull/34];;;",,,,,,,,,
Simplified wallet structure,FGJ-59,42959,Story,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,High,Done,bestbeforetoday,bestbeforetoday,bestbeforetoday,23/Oct/19 9:48 PM,09/Dec/20 12:48 AM,28/Oct/23 2:21 AM,14/Dec/19 12:51 AM,v2.0.0,v2.0.0,,0,sdk-triaged,,,"*As a* client application developer
*I want* a simple structure for both the wallet code and persistent data
*So that* I can easily develop new wallet implementations that are compatible across SDKs

Java equivalent of the simplified wallet implementation in v2.0 of the Node SDK, delivered in this story: https://jira.hyperledger.org/browse/FABN-1353

This is necessary for the v2.0 release of the Java SDK to maintain portability of wallets between Node and Java SDKs.",,bestbeforetoday,,,,,,,,,,,,,,,,,,,,,,FABN-1353,,FGJ-92,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i012tn:",,,,Unset,Unset,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),bestbeforetoday,,,,,,,,,dev,main,,,,,,,,,true,,,,,,,,,,,,,,,,
Add code coverage to the build,FGJ-60,42963,Task,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Won't Do,,bestbeforetoday,bestbeforetoday,24/Oct/19 12:10 AM,19/Nov/20 7:24 PM,28/Oct/23 2:21 AM,19/Nov/20 7:24 PM,,,,0,sdk-triaged,,,,,bestbeforetoday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i012ub:",,,,Unset,Unset,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),bestbeforetoday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mismatch in Gateway initialization json,FGJ-61,42998,Bug,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Won't Do,,aatkddny,aatkddny,25/Oct/19 10:29 PM,20/Nov/20 12:51 AM,28/Oct/23 2:21 AM,20/Nov/20 12:51 AM,,,,0,external,sdk-triaged,,"Arguably this could be attributed to IBP2 - so may be vendor specific and OOS.

The gateway builder requires network configuration json.
It then creates an HFClient and gets the network doing the Network#loadFromConfig... 

One can start then pulling networks (channels) and from there Contracts - which give you a view to the chaincode.

At least one implementation of the network configuration json is channel oriented - you get a different configuration per channel - rather than network oriented.

This means that one needs a Gateway per Channel rather than per Network.
That's not particularly scalable since the Gateway is already implemented by User and User may be a party to many channels.
",,aatkddny,andrew-coleman,heatherp,lesleyannj,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00v6y:r",,,,Unset,Unset,,,,,"Needs IBP2 configuration. Compare network connection json for two channels with different parties.  
Unsure as to applicability vis-a-vis other vendors. Obviously manually created connection json doesn't suffer from this issue.",,Unset,,,,,,Unset,,Unset,,(Please add usage information),aatkddny,andrew-coleman,heatherp,lesleyannj,,,,,,,,,,,,,,,,,"12/Nov/19 10:40 PM;andrew-coleman;Not sure I fully understand this.  The network config doesn't require any channel information for this to work (as is the case with IBP2).  As a minimum, there needs to be information on the Org and at least one peer (the gateway peer) in order to invoke discovery.  From that it can access multiple network channels.

Please could you post your sample config json and client code that you believe demonstrates this problem?  Thanks.;;;","12/Nov/19 10:58 PM;aatkddny;It's pretty simple to understand. 
I'll use the IBP2 example since it's the one I'm having an issue with. 
You'll forgive me if I don't post real connection profiles on a public stage. 

Imagine a consortium with 4 orgs A,B,C,D and two channels I and J.
I has parties A,B,C and J has parties A,B,D

For simplicity we will consider only User X at org A. Extrapolate for the rest.
There exists two sets of returned channel config json for Org A. 
One for I listing peers for A,B,C and one for J with info for A,B,D. 

It used to be that you'd put all the consortium orgs into the network config and the channel piece would say which were members of this channel. Now only members of this channel are returned.  

As written, UserX needs two gateways if they want to interact with both I and J. 
One to interact with I and one to interact with J. There's no supplemental #loadFromNetworkConfig that I can find to add a second channel to the gateway.
This is going to lead to an unneeded proliferation of gateway objects when the client (HFClient) already supports multiple channels.


;;;","20/Nov/20 12:51 AM;lesleyannj;Closing - intended to be addressed under new Fabric Gateway work - see https://github.com/hyperledger/fabric-rfcs/pull/32;;;",,,,,,,,,,,,,
Checkstyle for test code,FGJ-62,43028,Task,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Low,Won't Do,,bestbeforetoday,bestbeforetoday,29/Oct/19 7:51 PM,19/Nov/20 7:24 PM,28/Oct/23 2:21 AM,19/Nov/20 7:24 PM,,,,0,sdk-triaged,,,,,bestbeforetoday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i0133f:",,,,Unset,Unset,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),bestbeforetoday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Release Fabric Gateway Java v1.4.1,FGJ-63,43210,Task,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Highest,Done,andrew-coleman,heatherp,heatherp,07/Nov/19 7:09 PM,14/Nov/19 8:34 PM,28/Oct/23 2:21 AM,14/Nov/19 8:34 PM,,,,0,sdk-triaged,,,"Need to update the dependencies for MQ:


*netty-codec-http*  - MQ is currently at level *4.1.38*, ASOC recommendation is to update to ** netty *4.1.42* (see ** [*CVE-2019-16869*|https://nvd.nist.gov/vuln/detail/CVE-2019-16869])
 *commons_compress* - we are currently at Commons-Compress 1.18, ASOC recommends to update to version 1.19  (see [*CVE-2019-12402*|https://nvd.nist.gov/vuln/detail/CVE-2019-12402])
 
 *commons-codec* - MQ is currently at 1.11 (used by Blockchain) - however the details links to [+{color:#0000ff}https://issues.apache.org/jira/browse/CODEC-55{color}+] which says this may not be an issue for most usages after all.
 
bcpkix-jdk15on (and its dependency bcprov-jdk15on.jar)  - from 1.63 to 1.64
 jetty-util - from  9.3.25.v20180904 to 9.3.27.v20190418",,heatherp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i0142j:",,,,Unset,Unset,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),heatherp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enable publishing using azure,FGJ-64,43482,Task,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Won't Do,,heatherp,heatherp,27/Nov/19 8:51 PM,19/Nov/20 7:24 PM,28/Oct/23 2:21 AM,19/Nov/20 7:24 PM,v2.0.0,,,0,sdk-triaged,,,"We're not yet publishing using azure, and we should be.
This work should also include removing the Jenkinsfile completely, so it's clear our CI is run using azure",,heatherp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00v6x:",,,,Unset,Unset,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),heatherp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Use 2.0 Fabric and Java SDK in master branch,FGJ-65,43496,Story,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,High,Done,andrew-coleman,bestbeforetoday,bestbeforetoday,30/Nov/19 12:59 AM,05/Dec/19 11:16 PM,28/Oct/23 2:21 AM,05/Dec/19 11:16 PM,v2.0.0,v2.0.0,,0,sdk-triaged,,,"Currently the master branch still depends on v1.4 of the low level Java SDK, and integration tests are run against latest (v1.4) Fabric images. The master branch should:
 # Depend on v2.0 of fabric-sdk-java.
 # Build should pull down v2 Fabric (particularly node/javaenv) images and run integration tests against these.",,andrew-coleman,bestbeforetoday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i015ij:",,,,Unset,Unset,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),andrew-coleman,bestbeforetoday,,,,,,,,dev,main,,,,,,,,,true,"05/Dec/19 11:16 PM;andrew-coleman;[https://github.com/hyperledger/fabric-gateway-java/pull/16];;;",,,,,,,,,,,,,,,
Publish API docs for multiple releases,FGJ-66,43688,Story,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,High,Done,bestbeforetoday,bestbeforetoday,bestbeforetoday,13/Dec/19 1:54 AM,17/Dec/19 11:17 PM,28/Oct/23 2:21 AM,17/Dec/19 11:17 PM,,,,0,,,,"Currently the API documentation is published to [https://fabric-gateway-java.github.io/]

For consistency with other projects, it should now be published to [https://hyperledger.github.io/fabric-gateway-java]

API documentation must be published (to different sub-directories) for both release-1.4 and master branches.",,bestbeforetoday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i0167n:",,,,Unset,Unset,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),bestbeforetoday,,,,,,,,,dev,main,,,,,,,,,true,,,,,,,,,,,,,,,,
Relocate documentation,FGJ-67,43753,Story,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Done,bestbeforetoday,bestbeforetoday,bestbeforetoday,18/Dec/19 1:14 AM,18/Dec/19 8:51 PM,28/Oct/23 2:21 AM,18/Dec/19 8:51 PM,,v2.0.0,,0,,,,"API documentation was previously published to: [https://fabric-gateway-java.github.io/]

It is now published to: [https://hyperledger.github.io/fabric-gateway-java/]

To aid the transition to the new site and avoid people inadvertently continuing to use the old, outdated content:
 * Replace old site content with links to the new site.
 * Change all links (readthedocs, GitHub project README.md etc.) to point to the new site.",,bestbeforetoday,mastersingh24,,,,,,,,,,,,,,,,,,,,,FABN-1428,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i016kj:",,,,Unset,Unset,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),bestbeforetoday,mastersingh24,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.4/pr-3646,,,,true,"18/Dec/19 8:51 PM;mastersingh24;[https://github.com/hyperledger/fabric/pull/434];;;",,,,,,,,,,,,,,,
Fabric sample ClientApp.java terminate too slow,FGJ-68,43769,Bug,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Duplicate,,Unicow,Unicow,19/Dec/19 7:29 AM,08/Jan/20 12:22 AM,28/Oct/23 2:21 AM,08/Jan/20 12:22 AM,,,,0,external,,,The java program takes too long to terminate after submitting transaction.,,heatherp,Unicow,,,,,,,,,,,,,,,,,,,FGJ-43,,,,,"19/Dec/19 7:30 AM;Unicow;ClientApp.java;https://jira.hyperledger.org/secure/attachment/18042/ClientApp.java",,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i016nn:",,,,Unset,Unset,,,,,"From the fabcar samples, modify the ClientApp.java to execute only 

contract.submitTransaction(""createCar"", ""CAR10"", ""VW"", ""Polo"", ""Grey"", ""Mary"");

and add a dummy System.out after the above code.
 
1) ./startFabric.sh
2) Compile the java/src/main/java/org/example/ java files.
3) java EnrollAdmin.java
4) java RegisterUser.java
5) ClientApp.java

The transaction is completed successfully, the dummy print is shown in the console but the java application takes 5-10 seconds to terminate.
",,Unset,,,,,,Unset,,Unset,,(Please add usage information),heatherp,Unicow,,,,,,,,,,,,,,,,,,,"19/Dec/19 7:39 PM;Unicow;Running some tests, the problem is that  the gateway.close() takes time to finish.

This cod: 

{color:#cc7832}try{color}(Gateway gateway = builder.connect())  \{... }

closes the resources automatically.

Although, putting the statement inside the try block  the program terminates immediately.

{color:#cc7832}try{color} {
 Gateway gateway = builder.connect();
......
};;;","08/Jan/20 12:22 AM;heatherp;Hi [~Unicow] - the maintainers believe this is a duplicate of FGJ-43, so duping. Let us know if you disagree;;;",,,,,,,,,,,,,,
Add compatability matrix to documentation,FGJ-69,43917,Documentation,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Done,bestbeforetoday,heatherp,heatherp,10/Jan/20 1:29 AM,21/Jan/20 7:05 PM,28/Oct/23 2:21 AM,21/Jan/20 7:05 PM,v2.0.0,v2.0.0,,0,sdk-triaged,,,"This could exist as a wider effort across all fabric components and therefore exist in readTheDocs?
For now, let's discuss adding a table into our docs, readMe perhaps? Explaining what versions of fabric/java we support - at least to point RC users at when we frequently get asked",,heatherp,,,,,,,,,,,,,,,,,,,,,,FABCJ-269,FABN-1446,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|hzx33q:s66",,,,Unset,Unset,20-27 Jan 20,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),heatherp,,,,,,,,,dev,main,,,,,,,,,true,,,,,,,,,,,,,,,,
Remove all compile warnings,FGJ-70,43954,Story,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Done,bestbeforetoday,bestbeforetoday,bestbeforetoday,11/Jan/20 1:10 AM,24/Jan/20 6:36 PM,28/Oct/23 2:21 AM,24/Jan/20 6:36 PM,v2.0.0,v2.0.0,,0,sdk-triaged,,,"_As a_ contributor
_I want_ to have no compile warnings
_So that_ I can identify if new warnings are introduced and maintain high code quality",,bestbeforetoday,,,,,,,,,,,,,,,,FABJ-509,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|hzx33q:s6c",,,,Unset,Unset,20-27 Jan 20,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),bestbeforetoday,,,,,,,,,dev,main,,,,,,,,,true,"14/Jan/20 7:43 PM;bestbeforetoday;Delivered most of the required changes in this PR: [https://github.com/hyperledger/fabric-gateway-java/pull/27|https://github.com/hyperledger/fabric-gateway-java/pull/27]

Only outstanding piece of work is to remove deprecated use of ChaincodeID in TransactionImpl. This requires a release of fabric-sdk-java that includes FABJ-509, and changing the dependency to use that new version, since the currently released version of fabric-sdk-java does not allow send of transaction proposals when using discovery without ChaincodeID being specified.;;;",,,,,,,,,,,,,,,
