Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Due Date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Custom field (Business Value),Custom field (Commit Levels),Custom field (Current Status),Custom field (Design),Custom field (Design Status),Custom field (Documentation Impact),Custom field (Documentation Status),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Executed),Custom field (Found in Commit),Custom field (Function Test Status),Custom field (Must Fix),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Release Note),Custom field (Release Note Required),Custom field (Root Cause Analysis),Custom field (SDK Impact),Custom field (Sample/Tutorial),Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (System Test Impact),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Test Plan),Custom field (Test Result),Custom field (Test Result Details),Custom field (Test Type),Custom field (Triaged),Custom field (Usage),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Workaround),Custom field (gitCommitsReferenced),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Update Dep version to 0.5.4,FABCE-41,42150,,Epic,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Done,MHBauer,MHBauer,MHBauer,31/Aug/19 9:57 AM,01/Dec/19 6:16 AM,28/Oct/23 2:24 AM,21/Sep/19 3:15 AM,,0,,,I encountered a failure while using 0.5.0 that did not occur on 0.5.4.,,MHBauer,swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FABCE-21,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,Unknown,,No,,Unset,No,,,"1|i00z2z:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),MHBauer,swetharepakula,,,,,,,,,,,,,,,"31/Aug/19 10:00 AM;MHBauer;https://gerrit.hyperledger.org/r/c/fabric-chaincode-evm/+/33315;;;",,,,,,,,,,,,,,,,,,,,,
Allow smart contracts to create other smart contracts,FABCE-42,39517,,Epic,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Done,,swetharepakula,swetharepakula,26/Apr/19 2:40 AM,01/Dec/19 6:16 AM,28/Oct/23 2:24 AM,06/Aug/19 1:53 AM,,0,,,"Smart contracts have the ability in the EVM to generate other smart contracts. 

Enable this feature on the evmcc by adding permissions to the contract accounts:
 [https://github.com/hyperledger/fabric-chaincode-evm/blob/6404c8dc4455f63200e190b02b21f8e5f402c966/evmcc/evmcc.go#L33]
 [https://github.com/hyperledger/burrow/blob/v0.24.6/permission/perm_flag.go#L58]

CreateContract and possibly CreateAccount permissions need to be added.

Update: CreateContract permission is good enough
Previously we wanted to start with the approach of being more restrictive and only expand permissions when feedback was provided: https://chat.hyperledger.org/channel/fabric-evm?msg=xgyXPorfhJvofpKc8",,fastchain,swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26/Apr/19 3:22 PM;fastchain;ccdeploy.py;https://jira.hyperledger.org/secure/attachment/17170/ccdeploy.py",,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,Unknown,,No,,Unset,No,,,"1|i00m27:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),fastchain,swetharepakula,,,,,,,,,,,,,,,"26/Apr/19 1:31 PM;fastchain;I use this permissions setup in evmcc.go 


{code:java}
const ContractPermFlags = permission.Call | permission.Send | permission.CreateContract | permission.CreateAccount
 
{code}
 

and get this
{code:java}
POST / HTTP/1.1
Host: 127.0.0.1:5000
User-Agent: python-requests/2.21.0
Accept-Encoding: gzip, deflate
Accept: */*
Connection: keep-alive
Content-Type: application/json
Content-Length: 249

{""jsonrpc"": ""2.0"", ""id"": 34, ""method"": ""eth_call"", ""params"": [{""from"": ""0x501ef0a0ade102b42ef8131fdad89afe65142446"", ""gas"": ""0x3d0900"", ""gasPrice"": ""0x174876e800"", ""to"": ""0xb65a7725bd4e80c7dcb10ac262a337ea2785113a"", ""data"": ""0xa1ee8c78""}, ""latest""]}

------------------------------

HTTP/1.1 200 OK
Content-Type: application/json; charset=utf-8
X-Content-Type-Options: nosniff
Date: Fri, 26 Apr 2019 04:05:06 GMT
Content-Length: 459

{""jsonrpc"":""2.0"",""error"":{""code"":-32000,""message"":""Failed to query the ledger: Transaction processing for endorser [peer0.org1.example.com:7051]: Chaincode status Code: (500) UNKNOWN. Description: failed to execute contract: Account/contract B65A7725BD4E80C7DCB10AC262A337EA2785113A does not have permission createContract\nStack trace: [state.go:97 vm.go:105 vm.go:748 vm.go:167 vm.go:141 evmcc.go:165 handler.go:273 asm_amd64.s:2361]"",""data"":null},""id"":34}
{code}
 

 ;;;","26/Apr/19 3:22 PM;fastchain;script to reproduce [^ccdeploy.py];;;","26/Jul/19 7:57 AM;swetharepakula;[https://gerrit.hyperledger.org/r/#/c/fabric-chaincode-evm/+/32442/];;;",,,,,,,,,,,,,,,,,,,
Remove Jenkins Pipeline Files ,FABCE-43,42478,,Epic,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Done,swetharepakula,swetharepakula,swetharepakula,25/Sep/19 1:36 AM,01/Dec/19 6:16 AM,28/Oct/23 2:24 AM,01/Oct/19 2:48 AM,,0,,,Since fabric-chaincode-evm has moved to azure pipelines remove the jenkins related to files.,,swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,Unknown,,No,,Unset,No,,,"1|i010r7:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),swetharepakula,,,,,,,,,,,,,,,,"25/Sep/19 2:18 AM;swetharepakula;[https://github.com/hyperledger/fabric-chaincode-evm/pull/10];;;",,,,,,,,,,,,,,,,,,,,,
Add From field,FABCE-44,37450,,Epic,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Done,swetharepakula,swetharepakula,swetharepakula,06/Feb/19 8:14 AM,01/Dec/19 6:16 AM,28/Oct/23 2:24 AM,18/Jul/19 2:46 PM,,0,,,"getTransactionReceipt, getTransactionByHash, getBlockNumber

Add the from field to these instructions.",,swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,Unknown,,No,,Unset,No,,,"1|i00an3:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),swetharepakula,,,,,,,,,,,,,,,,"10/Jul/19 8:21 AM;swetharepakula;[https://gerrit.hyperledger.org/r/#/c/fabric-chaincode-evm/+/32231/];;;",,,,,,,,,,,,,,,,,,,,,
Update Jenkinsfile to fetch the patchset on verify and clone the repo on merge,FABCE-45,36387,,Epic,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Done,vijaypunugubati,rameshthoomu,rameshthoomu,23/Dec/18 11:27 AM,01/Dec/19 6:16 AM,28/Oct/23 2:24 AM,11/Jan/19 10:13 AM,,0,,,"The existing script is cloning the repo first and then apply the Gerrit Patchset on top of it. The existing script is doing force rebase. Modify this change in *master*
 * Update Jenkinsfile to fetch the patchset on verify and clone the repo on merge.

Follow the similar change made on fabric-chaincode-node release-1.4 branch.

Jenkinsfile*:*

[https://github.com/hyperledger/fabric-chaincode-node/blob/release-1.4/Jenkinsfile.x]

 ",,rameshthoomu,vijaypunugubati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,Unknown,,No,,Unset,No,,,"1|i004dr:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),rameshthoomu,vijaypunugubati,,,,,,,,,,,,,,,"03/Jan/19 11:58 PM;vijaypunugubati;[https://gerrit.hyperledger.org/r/#/c/28373/] This patch will fix the above change.;;;",,,,,,,,,,,,,,,,,,,,,
Split EVMCC & Fab3 dependencies,FABCE-46,43284,,Task,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Done,,swetharepakula,swetharepakula,12/Nov/19 8:43 AM,22/Jan/20 12:05 PM,28/Oct/23 2:24 AM,18/Dec/19 2:12 PM,,0,,,"Split the vendor directory between evmcc and fab3 so that evmcc does not need to pull in fab3 dependencies when uploaded as a chaincode. Also have evmcc consolidated into one directory will make chaincode packaging easier.

Since we will be recreating the dependency graphs in this process, also switch to using go modules. EVMCC will still require a vendor directory until go modules are supported in the chaincode container.",,swetharepakula,,,,,,,,,,,,,,,,,,,,,,FABCE-54,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i014fv:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),swetharepakula,,,,,,,,,,,,,,,,"12/Nov/19 11:27 AM;swetharepakula;https://github.com/hyperledger/fabric-chaincode-evm/pull/20;;;",,,,,,,,,,,,,,,,,,,,,
Switch to using `github.com/pkg/errors`,FABCE-47,37166,,Epic,Backlog,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Low,,,swetharepakula,swetharepakula,26/Jan/19 9:15 AM,01/Dec/19 6:16 AM,28/Oct/23 2:24 AM,,,1,good-first-issue,help-wanted,"Lets use `github.com/pkg/errors` instead of the default go errors & fmt packages for creating errors.

The benefit of using `github.com/pkg/errors` is we can get call stacks when creating an error that can be more helpful.

 

We can follow the guidelines outline in the fabric repo: https://github.com/hyperledger/fabric/blob/release-1.4/docs/source/error-handling.rst",,MHBauer,swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,Unknown,,No,,Unset,No,,,"1|i0093r:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),MHBauer,swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
refactor common pattern out of integration test,FABCE-48,42194,,Epic,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Lowest,Done,,MHBauer,MHBauer,05/Sep/19 11:38 AM,26/Mar/20 6:07 AM,28/Oct/23 2:24 AM,26/Mar/20 6:07 AM,,0,good-first-issue,help-wanted,"In the fab3_test.go integration tests, there's a common pattern for making rpc calls:

		resp, err = sendRPCRequest(client, ""eth_getLogs"", proxyAddress, 23, logFilter)
		Expect(err).ToNot(HaveOccurred())
		rBody, err = ioutil.ReadAll(resp.Body)
		Expect(err).ToNot(HaveOccurred())

We should put the lower three lines into the sendRPCRequest as they seem to be present on all occasions of sendRPCRequest.",,MHBauer,ryjones,swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-17429,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,Unknown,,No,,Unset,No,,,"1|i00zbn:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),MHBauer,ryjones,swetharepakula,,,,,,,,,,,,,,"01/Oct/19 2:49 AM;swetharepakula;https://github.com/hyperledger/fabric-chaincode-evm/pull/11;;;","23/Jan/20 6:36 AM;ryjones;[~swetharepakula] https://jira.hyperledger.org/browse/FAB-17429;;;",,,,,,,,,,,,,,,,,,,,
fabric-chaincode-evm release v0.2.0,FABCE-49,38788,,Epic,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Done,swetharepakula,swetharepakula,swetharepakula,27/Mar/19 7:57 AM,01/Dec/19 6:16 AM,28/Oct/23 2:24 AM,12/Apr/19 3:35 AM,,0,,,"* Update changelog with the changes since v0.1.0
 * Add release notes for v0.2.0",,swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,Unknown,,No,,Unset,No,,,"1|i00hz3:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),swetharepakula,,,,,,,,,,,,,,,,"27/Mar/19 8:00 AM;swetharepakula;[https://gerrit.hyperledger.org/r/#/c/30442/];;;",,,,,,,,,,,,,,,,,,,,,
Create a Github Pull Request Template ,FABCE-50,42480,,Epic,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Done,swetharepakula,swetharepakula,swetharepakula,25/Sep/19 4:06 AM,01/Dec/19 6:16 AM,28/Oct/23 2:24 AM,01/Oct/19 2:48 AM,,0,,,"Create a pull request template.
We should have check boxes that they ran the following :
* basic checks
* unit tests
* integration tests
* commit message title has associated jira number
* corresponding jira: ______________

We should also include if there is no jira number, they should open an issue and put `fabric-chaincode-evm` as the component.

https://help.github.com/en/articles/creating-a-pull-request-template-for-your-repository",,swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,Unknown,,No,,Unset,No,,,"1|i010rn:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),swetharepakula,,,,,,,,,,,,,,,,"25/Sep/19 5:14 AM;swetharepakula;https://github.com/hyperledger/fabric-chaincode-evm/pull/12;;;",,,,,,,,,,,,,,,,,,,,,
Implement JSON RPC APIs to support Remix,FABCE-51,31719,,Epic,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Done,MHBauer,swetharepakula,swetharepakula,07/Jul/18 2:22 AM,01/Dec/19 6:16 AM,28/Oct/23 2:24 AM,04/Dec/18 6:01 AM,,0,,,"Add RPC API calls necessary to allow Remix to talk to Fabric through the FabProxy

[https://github.com/ethereum/wiki/wiki/JSON-RPC]

From watching some network traces, the minimal set for a basic deploy-transaction seems to be:
{quote}net.Listening
 eth.GetBlockByNumber
 eth.Accounts
 net.Version
 eth.GetBlockByNumber
 eth.GetBalance
 eth.GetTransactionReceipt

eth.SendTransaction

eth.GetTransactionByHash
{quote}
The ethService exists, the netService does not.

ethService has some of the existing functions already.

 

Sequence of calls:

remix seems to periodically send ""net_version"" to identify the network and show it to the user. It recognizes by number the preallocated network IDs.

... WIP...

 ",,guoger,MHBauer,swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,Unset,,,Unknown,,,,Unset,,,,"1|hzzi3b:",,,,Unset,Unset,,,,,,,,,,,,,,guoger,MHBauer,swetharepakula,,,,,,,,,,,,,,"10/Sep/18 2:32 PM;guoger;https://gerrit.hyperledger.org/r/c/26152/;;;","12/Sep/18 9:01 AM;MHBauer;some work

[https://gerrit.hyperledger.org/r/#/c/26159/|https://gerrit.hyperledger.org/r/#/c/26208/]

[https://gerrit.hyperledger.org/r/#/c/26208/]

[https://gerrit.hyperledger.org/r/#/c/26207/]

[https://gerrit.hyperledger.org/r/#/c/26241/]

 ;;;","12/Sep/18 9:02 AM;MHBauer;some work

[https://gerrit.hyperledger.org/r/26159]

[https://gerrit.hyperledger.org/r/26207]

[https://gerrit.hyperledger.org/r/26208]

[https://gerrit.hyperledger.org/r/26241]

 ;;;","15/Sep/18 8:48 AM;MHBauer;remix is sending me a null address for ""getTransactionByHash"" Need to figure out how to debug remix and understand why it is asking for that.

[https://gerrit.hyperledger.org/r/26242]

[https://gerrit.hyperledger.org/r/26323]

 

 ;;;",,,,,,,,,,,,,,,,,,
Change user address generation for EVM,FABCE-52,36952,,Epic,To Do,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,,,swetharepakula,swetharepakula,19/Jan/19 5:02 AM,01/Dec/19 6:16 AM,28/Oct/23 2:24 AM,,,0,,,"Instead of using the sha256 sum of a user's marshalled pkix public key, lets directly use the sum of public key.

 

We will still want the first 160 bits of the sum as the address.",,MHBauer,swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,Unknown,,No,,Unset,No,,,"1|i007u7:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),MHBauer,swetharepakula,,,,,,,,,,,,,,,"06/Feb/19 9:16 AM;swetharepakula;As part of this, it might make sense to make an address package so that both fab3 and evmcc can import it.

This would be fab3 could start generating addresses without querying the evmcc and if we make changes to address generation changes would only have to occur once.;;;","04/Sep/19 5:20 AM;MHBauer;We now have an address package that consists of one shared IdentityToAddr function.

Since it takes bytes and returns bytes, can we hash the bytes we're directly given? What do we gain by doing a sort of validation of the form of the bytes?
Is it that the public key can be signed multiple times, thus the container it's in could be different?

Looking at the code, is this simply getting rid of the x509.MarshalPKIXPublicKey() call?;;;","04/Sep/19 5:32 AM;MHBauer;Looking at the possible formats of public keys, it's possible this pkix format is the best as it can contain multiple different types of public key.

Granted there's only 2, rsa and ecdsa.

Why did we think this was a problem? ;;;","04/Sep/19 8:01 AM;swetharepakula;Not a problem, more thinking about whether we should follow what ethereum did which is the sum of the public key, not the pkix format. There is no particular need for us to do this. More a possibility if we want to match ethereum more closely. Also could relate conversations about wallet support.;;;",,,,,,,,,,,,,,,,,,
Make release 0.1 for fabric-chaincode-evm,FABCE-53,36661,,Epic,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Done,swetharepakula,swetharepakula,swetharepakula,11/Jan/19 7:07 AM,01/Dec/19 6:16 AM,28/Oct/23 2:24 AM,25/Jan/19 3:37 AM,,0,,,"Create the 0.1 fabric-chaincode-evm
 * publish release notes
 * create tag v0.1
 * add changelog",,swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,Unknown,,No,,Unset,No,,,"1|i005zz:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Split EVMCC and Fab3,FABCE-54,42953,,Task,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Done,swetharepakula,swetharepakula,swetharepakula,23/Oct/19 2:50 AM,15/Jan/20 9:58 AM,28/Oct/23 2:24 AM,12/Nov/19 10:01 AM,,0,,,"We want to make evmcc and its vendor consolidated to make it easier to package and install on peers.

As a first step, as part of this issue, lets restructure the repo so evmcc and all of its sub-components come under the evmcc repository.

",,swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,,FABCE-46,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i012sj:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),swetharepakula,,,,,,,,,,,,,,,,"12/Nov/19 10:01 AM;swetharepakula;https://github.com/hyperledger/fabric-chaincode-evm/pull/19;;;",,,,,,,,,,,,,,,,,,,,,
"as a developer, I do not want to maintain two copies of the fab3 types",FABCE-55,37643,,Epic,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Done,MHBauer,MHBauer,MHBauer,13/Feb/19 8:10 AM,01/Dec/19 6:16 AM,28/Oct/23 2:24 AM,20/Feb/19 2:14 PM,,0,,,"we have copies of the fab3 types in the integration tests

2 reasons
 # they're the same type
 # if I were to import them without knowing about the integration types, I import fabric protos twice. Importing protos twice always causes problems.

pull them out into a separate package to avoid",,guoger,MHBauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,Unknown,,No,,Unset,No,,,"1|i00bnb:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),guoger,MHBauer,,,,,,,,,,,,,,,"20/Feb/19 2:14 PM;guoger;https://gerrit.hyperledger.org/r/c/29274;;;",,,,,,,,,,,,,,,,,,,,,
evaluate usage of gogo/protobuf vs golang/protobuf,FABCE-56,40992,,Epic,Backlog,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,,,MHBauer,MHBauer,11/Jul/19 8:23 AM,01/Dec/19 6:16 AM,28/Oct/23 2:24 AM,,,0,,,"gogo seems to be a copy. 

We may be getting this from upstream, so we may need to push against up stream fabric to get this fully resolved.",,MHBauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,Unknown,,No,,Unset,No,,,"1|i00tp8:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),MHBauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleanup Makefile and scripts ,FABCE-57,35883,,Epic,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Done,lehors,swetharepakula,swetharepakula,05/Dec/18 10:28 AM,01/Dec/19 6:16 AM,28/Oct/23 2:24 AM,10/Jan/19 5:34 PM,,0,,,"Makefile and scripts still have references to `fabric` repo instead of `fabric-chaincode-evm`.

We should clean up those references. We should also make sure that all code paths are being checked. Currently fabproxy is not being checked by go vet, fmt etc.",,swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,Unknown,,No,,Unset,No,,,"1|i001s7:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pin Fabric dependency to Fabric v1.4.0,FABCE-58,36131,,Epic,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Done,swetharepakula,swetharepakula,swetharepakula,13/Dec/18 8:00 PM,01/Dec/19 6:16 AM,28/Oct/23 2:24 AM,11/Jan/19 10:14 AM,,0,,,Update the Fabric dependency to be locked to v.1.4.0,,swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,Unknown,,No,,Unset,No,,,"1|i002z3:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),swetharepakula,,,,,,,,,,,,,,,,"11/Jan/19 10:14 AM;swetharepakula;https://gerrit.hyperledger.org/r/#/c/28279/;;;",,,,,,,,,,,,,,,,,,,,,
Use cmd library and use flags for fab3,FABCE-59,36311,,Epic,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Done,swetharepakula,swetharepakula,swetharepakula,20/Dec/18 2:12 PM,01/Dec/19 6:16 AM,28/Oct/23 2:24 AM,05/Feb/19 4:52 AM,,0,,,"We should switch fab3 to use flags instead of environment variables.

We should also use a cmd library to make development easier.

Add a flag to print usage.

Open Question: Should we remove support for the FABPROXY_X environment variables once converting to flags? Or do we maintain backwards compatibility.",,lehors,swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,FABCE-13,,,,,,,,,FABCE-71,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,Unknown,,No,,Unset,No,,,"1|i00407:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),lehors,swetharepakula,,,,,,,,,,,,,,,"20/Dec/18 7:42 PM;lehors;I don't think backwards compatibility is really important at this point. It is more important to do what's right but I don't know that anybody knows what's right here. Whether flags are better or worse than env vars amounts to personal preference. Fabric has had both and various people push in different directions as to which way it should evolve. :);;;","23/Jan/19 10:50 AM;swetharepakula;cr: [https://gerrit.hyperledger.org/r/28903]

Fab3 can use flags or environment variables. Flags will override environment variables. Port and ccid have defaults;;;",,,,,,,,,,,,,,,,,,,,
